#: :type=:list
#source	HGNC_name	dbTF	coTF	in_AGS
LOH12CR1	None			
LOX	lysyl oxidase [Source:HGNC Symbol			
LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol			
LOXL4	lysyl oxidase like 4 [Source:HGNC Symbol			
LRIF1	ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol			
LRP1	LDL receptor related protein 1 [Source:HGNC Symbol			
LRP2	LDL receptor related protein 2 [Source:HGNC Symbol			
LRP3	LDL receptor related protein 3 [Source:HGNC Symbol			
LRP6	LDL receptor related protein 6 [Source:HGNC Symbol			
LRPPRC	leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol			
LRRC3B	leucine rich repeat containing 3B [Source:HGNC Symbol			
LRRC4	leucine rich repeat containing 4 [Source:HGNC Symbol			
LRRC7	leucine rich repeat containing 7 [Source:HGNC Symbol			
LRRK2	leucine rich repeat kinase 2 [Source:HGNC Symbol			
LY96	lymphocyte antigen 96 [Source:HGNC Symbol			
LYPD4	LY6/PLAUR domain containing 4 [Source:HGNC Symbol			
LZTS1	leucine zipper tumor suppressor 1 [Source:HGNC Symbol			
M1AP	meiosis 1 associated protein [Source:HGNC Symbol			
MAEL	maelstrom spermatogenic transposon silencer [Source:HGNC Symbol			
MAGEA1	MAGE family member A1 [Source:HGNC Symbol			
MAGEA10	MAGE family member A10 [Source:HGNC Symbol			
MAGEA2	MAGE family member A2 [Source:HGNC Symbol			
MAGEA3	MAGE family member A3 [Source:HGNC Symbol			
MAGEA4	MAGE family member A4 [Source:HGNC Symbol			
MAGI2	membrane associated guanylate kinase|WW and PDZ domain containing 2 [Source:HGNC Symbol			
MAGI2-AS3	MAGI2 antisense RNA 3 [Source:HGNC Symbol			
MAGI3	membrane associated guanylate kinase|WW and PDZ domain containing 3 [Source:HGNC Symbol			
MAL	mal|T cell differentiation protein [Source:HGNC Symbol			
MALAT1	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol			
MAP2K1	mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol			
MAP2K2	mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol			
MAP2K3	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol			
MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol			
MAP2K5	mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol			
MAP2K6	mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol			
MAP3K11	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol			
MAP3K4	mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol			
MAP3K7	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol			
MAP3K9	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol			
MAP4	microtubule associated protein 4 [Source:HGNC Symbol			
MAPK1	mitogen-activated protein kinase 1 [Source:HGNC Symbol			
MAPK10	mitogen-activated protein kinase 10 [Source:HGNC Symbol			
MAPK11	mitogen-activated protein kinase 11 [Source:HGNC Symbol			
MAPK12	mitogen-activated protein kinase 12 [Source:HGNC Symbol			
MAPK13	mitogen-activated protein kinase 13 [Source:HGNC Symbol			
MAPK14	mitogen-activated protein kinase 14 [Source:HGNC Symbol			
MAPK3	mitogen-activated protein kinase 3 [Source:HGNC Symbol			
MAPK4	mitogen-activated protein kinase 4 [Source:HGNC Symbol			
MAPK6	mitogen-activated protein kinase 6 [Source:HGNC Symbol			
MAPK7	mitogen-activated protein kinase 7 [Source:HGNC Symbol			
MAPK8	mitogen-activated protein kinase 8 [Source:HGNC Symbol			
MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol			
MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol			
MAPK9	mitogen-activated protein kinase 9 [Source:HGNC Symbol			
MAPKAP1	MAPK associated protein 1 [Source:HGNC Symbol			
MAPKAPK5	MAPK activated protein kinase 5 [Source:HGNC Symbol			
MAPRE2	microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol			
MAPT	microtubule associated protein tau [Source:HGNC Symbol			
MARK1	microtubule affinity regulating kinase 1 [Source:HGNC Symbol			
MAVS	mitochondrial antiviral signaling protein [Source:HGNC Symbol			
MBD3L5	methyl-CpG binding domain protein 3 like 5 [Source:HGNC Symbol			
MBNL1	muscleblind like splicing regulator 1 [Source:HGNC Symbol			
MBNL3	muscleblind like splicing regulator 3 [Source:HGNC Symbol			
MC1R	melanocortin 1 receptor [Source:HGNC Symbol			
MCPH1	microcephalin 1 [Source:HGNC Symbol			
MDFIC	MyoD family inhibitor domain containing [Source:HGNC Symbol			
MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:HGNC Symbol			
MEGF8	multiple EGF like domains 8 [Source:HGNC Symbol			
MEST	mesoderm specific transcript [Source:HGNC Symbol			
METTL14	methyltransferase 14|N6-adenosine-methyltransferase subunit [Source:HGNC Symbol			
METTL21B	None			
METTL8	methyltransferase 8|methylcytidine [Source:HGNC Symbol			
METTL9	methyltransferase 9|His-X-His N1-histidine [Source:HGNC Symbol			
MFGE8	milk fat globule EGF and factor V/VIII domain containing [Source:HGNC Symbol			
MGEA5	None			
MIA3	MIA SH3 domain ER export factor 3 [Source:HGNC Symbol			
MICU1	mitochondrial calcium uptake 1 [Source:HGNC Symbol			
MIF	macrophage migration inhibitory factor [Source:HGNC Symbol			
MINA	None			
MKL1	None			
MKL2	None			
MLLT11	MLLT11 transcription factor 7 cofactor [Source:HGNC Symbol			
MLLT6	MLLT6|PHD finger containing [Source:HGNC Symbol			
MMP8	matrix metallopeptidase 8 [Source:HGNC Symbol			
MNDA	myeloid cell nuclear differentiation antigen [Source:HGNC Symbol			
MNX1-AS1	MNX1 antisense RNA 1 (head to head) [Source:HGNC Symbol			
MORC1	MORC family CW-type zinc finger 1 [Source:HGNC Symbol			
MOS	MOS proto-oncogene|serine/threonine kinase [Source:HGNC Symbol			
MOV10L1	Mov10 like RISC complex RNA helicase 1 [Source:HGNC Symbol			
MRE11A	MRE11 homolog|double strand break repair nuclease [Source:HGNC Symbol			
MRPL22	mitochondrial ribosomal protein L22 [Source:HGNC Symbol			
MRS2	magnesium transporter MRS2 [Source:HGNC Symbol			
MS4A1	membrane spanning 4-domains A1 [Source:HGNC Symbol			
MS4A8	membrane spanning 4-domains A8 [Source:HGNC Symbol			
MSN	moesin [Source:HGNC Symbol			
MSR1	macrophage scavenger receptor 1 [Source:HGNC Symbol			
MST1	macrophage stimulating 1 [Source:HGNC Symbol			
MT3	metallothionein 3 [Source:HGNC Symbol			
MTERF	None			
MTERFD1	None			
MTERFD2	None			
MTFR2	mitochondrial fission regulator 2 [Source:HGNC Symbol			
MTG1	mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol			
MTHFR	methylenetetrahydrofolate reductase [Source:HGNC Symbol			
MUM1	None			
MYADM	myeloid associated differentiation marker [Source:HGNC Symbol			
MYCT1	MYC target 1 [Source:HGNC Symbol			
MYH9	myosin heavy chain 9 [Source:HGNC Symbol			
MYO6	myosin VI [Source:HGNC Symbol			
MYOM1	myomesin 1 [Source:HGNC Symbol			
NACA2	nascent polypeptide associated complex subunit alpha 2 [Source:HGNC Symbol			
NACAP1	None			
NAIP	NLR family apoptosis inhibitory protein [Source:HGNC Symbol			
NAP1L2	nucleosome assembly protein 1 like 2 [Source:HGNC Symbol			
NAP1L3	nucleosome assembly protein 1 like 3 [Source:HGNC Symbol			
NARG2	interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol			
NCK1	NCK adaptor protein 1 [Source:HGNC Symbol			
NCK2	NCK adaptor protein 2 [Source:HGNC Symbol			
NCL	nucleolin [Source:HGNC Symbol			
NDNL2	None			
NDUFA13	NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol			
NDUFB3	NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol			
NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough [Source:HGNC Symbol			
NEAT1	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol			
NECAB3	N-terminal EF-hand calcium binding protein 3 [Source:HGNC Symbol			
NEDD8-MDP1	NEDD8-MDP1 readthrough [Source:HGNC Symbol			
NEO1	neogenin 1 [Source:HGNC Symbol			
NF1	neurofibromin 1 [Source:HGNC Symbol			
NFAM1	NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol			
NGF	nerve growth factor [Source:HGNC Symbol			
NGFR	nerve growth factor receptor [Source:HGNC Symbol			
NLRC3	NLR family CARD domain containing 3 [Source:HGNC Symbol			
NLRC4	NLR family CARD domain containing 4 [Source:HGNC Symbol			
NLRP12	NLR family pyrin domain containing 12 [Source:HGNC Symbol			
NLRP3	NLR family pyrin domain containing 3 [Source:HGNC Symbol			
NLRP7	NLR family pyrin domain containing 7 [Source:HGNC Symbol			
NME1	NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol			
NMT1	N-myristoyltransferase 1 [Source:HGNC Symbol			
NOD1	nucleotide binding oligomerization domain containing 1 [Source:HGNC Symbol			
NOD2	nucleotide binding oligomerization domain containing 2 [Source:HGNC Symbol			
NODAL	nodal growth differentiation factor [Source:HGNC Symbol			
NOG	noggin [Source:HGNC Symbol			
NOLC1	nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol			
NOS2	nitric oxide synthase 2 [Source:HGNC Symbol			
NOS3	nitric oxide synthase 3 [Source:HGNC Symbol			
NPFF	neuropeptide FF-amide peptide precursor [Source:HGNC Symbol			
NPFFR2	neuropeptide FF receptor 2 [Source:HGNC Symbol			
NPM2	nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol			
NPR1	natriuretic peptide receptor 1 [Source:HGNC Symbol			
NR2F2-AS1	NR2F2 antisense RNA 1 [Source:HGNC Symbol			
NRAS	NRAS proto-oncogene|GTPase [Source:HGNC Symbol			
NRIP2	nuclear receptor interacting protein 2 [Source:HGNC Symbol			
NRP1	neuropilin 1 [Source:HGNC Symbol			
NRXN1	neurexin 1 [Source:HGNC Symbol			
NSL1	NSL1 component of MIS12 kinetochore complex [Source:HGNC Symbol			
NT5E	5'-nucleotidase ecto [Source:HGNC Symbol			
NTRK1	neurotrophic receptor tyrosine kinase 1 [Source:HGNC Symbol			
NTRK2	neurotrophic receptor tyrosine kinase 2 [Source:HGNC Symbol			
NTRK3	neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol			
NTS	neurotensin [Source:HGNC Symbol			
NUAK1	NUAK family kinase 1 [Source:HGNC Symbol			
NUDT22	nudix hydrolase 22 [Source:HGNC Symbol			
NVL	nuclear VCP like [Source:HGNC Symbol			
NWD1	NACHT and WD repeat domain containing 1 [Source:HGNC Symbol			
OCEL1	occludin/ELL domain containing 1 [Source:HGNC Symbol			
OCLN	occludin [Source:HGNC Symbol			
ODAM	odontogenic|ameloblast associated [Source:HGNC Symbol			
OGG1	8-oxoguanine DNA glycosylase [Source:HGNC Symbol			
OGN	osteoglycin [Source:HGNC Symbol			
OIP5	Opa interacting protein 5 [Source:HGNC Symbol			
OIP5-AS1	OIP5 antisense RNA 1 [Source:HGNC Symbol			
OPRD1	opioid receptor delta 1 [Source:HGNC Symbol			
OPTN	optineurin [Source:HGNC Symbol			
OR2H2	olfactory receptor family 2 subfamily H member 2 [Source:HGNC Symbol			
OR3A1	olfactory receptor family 3 subfamily A member 1 [Source:HGNC Symbol			
OR51G1	olfactory receptor family 51 subfamily G member 1 [Source:HGNC Symbol			
OR52B4	olfactory receptor family 52 subfamily B member 4 [Source:HGNC Symbol			
OR52R1	olfactory receptor family 52 subfamily R member 1 [Source:HGNC Symbol			
OR6S1	olfactory receptor family 6 subfamily S member 1 [Source:HGNC Symbol			
OSBPL5	oxysterol binding protein like 5 [Source:HGNC Symbol			
OSM	oncostatin M [Source:HGNC Symbol			
OSTN	osteocrin [Source:HGNC Symbol			
OTUD7B	OTU deubiquitinase 7B [Source:HGNC Symbol			
PABPC4	poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol			
PADI2	peptidyl arginine deiminase 2 [Source:HGNC Symbol			
PADI4	peptidyl arginine deiminase 4 [Source:HGNC Symbol			
PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol			
PAGR1	PAXIP1 associated glutamate rich protein 1 [Source:HGNC Symbol			
PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol			
PARK2	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol			
PAX8-AS1	PAX8 antisense RNA 1 [Source:HGNC Symbol			
PAXIP1-AS1	None			
PC	pyruvate carboxylase [Source:HGNC Symbol			
PCBP1-AS1	PCBP1 antisense RNA 1 [Source:HGNC Symbol			
PCDH1	protocadherin 1 [Source:HGNC Symbol			
PCLO	piccolo presynaptic cytomatrix protein [Source:HGNC Symbol			
PCSK1	proprotein convertase subtilisin/kexin type 1 [Source:HGNC Symbol			
PDCD10	programmed cell death 10 [Source:HGNC Symbol			
PDCD1LG2	programmed cell death 1 ligand 2 [Source:HGNC Symbol			
PDE3B	phosphodiesterase 3B [Source:HGNC Symbol			
PDGFB	platelet derived growth factor subunit B [Source:HGNC Symbol			
PDHX	pyruvate dehydrogenase complex component X [Source:HGNC Symbol			
PDLIM5	PDZ and LIM domain 5 [Source:HGNC Symbol			
PEG10	paternally expressed 10 [Source:HGNC Symbol			
PEX2	peroxisomal biogenesis factor 2 [Source:HGNC Symbol			
PFN1	profilin 1 [Source:HGNC Symbol			
PFN2	profilin 2 [Source:HGNC Symbol			
PGBD5	piggyBac transposable element derived 5 [Source:HGNC Symbol			
PHF21B	PHD finger protein 21B [Source:HGNC Symbol			
PHLDA3	pleckstrin homology like domain family A member 3 [Source:HGNC Symbol			
PHLDB2	pleckstrin homology like domain family B member 2 [Source:HGNC Symbol			
PICALM	phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol			
PID1	phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol			
PIDD	None			
PIEZO1	piezo type mechanosensitive ion channel component 1 [Source:HGNC Symbol			
PIGBOS1	PIGB opposite strand 1 [Source:HGNC Symbol			
PIK3CA	phosphatidylinositol-4|5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol			
PIK3CD	phosphatidylinositol-4|5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol			
PIK3R1	phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol			
PIK3R2	phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol			
PIK3R3	phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol			
PIN1P1	peptidylprolyl cis/trans isomerase|NIMA-interacting 1 pseudogene 1 [Source:HGNC Symbol			
PIP	prolactin induced protein [Source:HGNC Symbol			
PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol			
PKD1L1	polycystin 1 like 1|transient receptor potential channel interacting [Source:HGNC Symbol			
PKD2L1	polycystin 2 like 1|transient receptor potential cation channel [Source:HGNC Symbol			
PKIA	cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol			
PKIG	cAMP-dependent protein kinase inhibitor gamma [Source:HGNC Symbol			
PKN2	protein kinase N2 [Source:HGNC Symbol			
PKN3	protein kinase N3 [Source:HGNC Symbol			
PKP1	plakophilin 1 [Source:HGNC Symbol			
PKP3	plakophilin 3 [Source:HGNC Symbol			
PLA2G1B	phospholipase A2 group IB [Source:HGNC Symbol			
PLAC8	placenta associated 8 [Source:HGNC Symbol			
PLCB1	phospholipase C beta 1 [Source:HGNC Symbol			
PLCB2	phospholipase C beta 2 [Source:HGNC Symbol			
PLCB3	phospholipase C beta 3 [Source:HGNC Symbol			
PLCG2	phospholipase C gamma 2 [Source:HGNC Symbol			
PLIN3	perilipin 3 [Source:HGNC Symbol			
PLP1	proteolipid protein 1 [Source:HGNC Symbol			
PLRG1	pleiotropic regulator 1 [Source:HGNC Symbol			
PLSCR2	phospholipid scramblase 2 [Source:HGNC Symbol			
PMEL	premelanosome protein [Source:HGNC Symbol			
PMEPA1	prostate transmembrane protein|androgen induced 1 [Source:HGNC Symbol			
PMF1-BGLAP	PMF1-BGLAP readthrough [Source:HGNC Symbol			
PMP22	peripheral myelin protein 22 [Source:HGNC Symbol			
PNMAL1	None			
PNRC1	proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol			
PNRC2	proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol			
PODXL2	podocalyxin like 2 [Source:HGNC Symbol			
POLR1H	RNA polymerase I subunit H [Source:HGNC Symbol			
POMC	proopiomelanocortin [Source:HGNC Symbol			
POTEJ	POTE ankyrin domain family member J [Source:HGNC Symbol			
PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol			
PPP2R4	None			
PPP3R2	protein phosphatase 3 regulatory subunit B|beta [Source:HGNC Symbol			
PRAME	PRAME nuclear receptor transcriptional regulator [Source:HGNC Symbol			
PRAMEF9	PRAME family member 15 [Source:HGNC Symbol			
PRCC	proline rich mitotic checkpoint control factor [Source:HGNC Symbol			
PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol			
PRKACA	protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol			
PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol			
PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol			
PRKCA	protein kinase C alpha [Source:HGNC Symbol			
PRKCD	protein kinase C delta [Source:HGNC Symbol			
PRKCE	protein kinase C epsilon [Source:HGNC Symbol			
PRKCG	protein kinase C gamma [Source:HGNC Symbol			
PRKCH	protein kinase C eta [Source:HGNC Symbol			
PRKCI	protein kinase C iota [Source:HGNC Symbol			
PRKCQ	protein kinase C theta [Source:HGNC Symbol			
PRKCZ	protein kinase C zeta [Source:HGNC Symbol			
PRKD1	protein kinase D1 [Source:HGNC Symbol			
PRKD2	protein kinase D2 [Source:HGNC Symbol			
PRKD3	protein kinase D3 [Source:HGNC Symbol			
PRKRIR	None			
PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol			
PRL	prolactin [Source:HGNC Symbol			
PRLR	prolactin receptor [Source:HGNC Symbol			
PRM1	protamine 1 [Source:HGNC Symbol			
PRMT10	None			
PRMT8	protein arginine methyltransferase 8 [Source:HGNC Symbol			
PRNP	prion protein [Source:HGNC Symbol			
PRRT2	proline rich transmembrane protein 2 [Source:HGNC Symbol			
PRSS23	serine protease 23 [Source:HGNC Symbol			
PRSS53	serine protease 53 [Source:HGNC Symbol			
PRTN3	proteinase 3 [Source:HGNC Symbol			
PSEN1	presenilin 1 [Source:HGNC Symbol			
PSEN2	presenilin 2 [Source:HGNC Symbol			
PSG9	pregnancy specific beta-1-glycoprotein 9 [Source:HGNC Symbol			
PSTK	phosphoseryl-tRNA kinase [Source:HGNC Symbol			
PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol			
PTCD1	pentatricopeptide repeat domain 1 [Source:HGNC Symbol			
PTCH1	patched 1 [Source:HGNC Symbol			
PTGDR	prostaglandin D2 receptor [Source:HGNC Symbol			
PTGES3	prostaglandin E synthase 3 [Source:HGNC Symbol			
PTH	parathyroid hormone [Source:HGNC Symbol			
PTOV1	PTOV1 extended AT-hook containing adaptor protein [Source:HGNC Symbol			
PTPN20B	None			
PTPN22	protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol			
PTPRN	protein tyrosine phosphatase receptor type N [Source:HGNC Symbol			
PTPRT	protein tyrosine phosphatase receptor type T [Source:HGNC Symbol			
PTRF	None			
PTRH2	peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol			
PTTG3P	pituitary tumor-transforming 3|pseudogene [Source:HGNC Symbol			
PTX3	pentraxin 3 [Source:HGNC Symbol			
PVRL1	None			
PYCARD	PYD and CARD domain containing [Source:HGNC Symbol			
PYGO1	pygopus family PHD finger 1 [Source:HGNC Symbol			
PYHIN1	pyrin and HIN domain family member 1 [Source:HGNC Symbol			
QKI	QKI|KH domain containing RNA binding [Source:HGNC Symbol			
QRSL1	glutaminyl-tRNA amidotransferase subunit QRSL1 [Source:HGNC Symbol			
RAB27A	RAB27A|member RAS oncogene family [Source:HGNC Symbol			
RAB38	RAB38|member RAS oncogene family [Source:HGNC Symbol			
RAG2	recombination activating 2 [Source:HGNC Symbol			
RAI1	retinoic acid induced 1 [Source:HGNC Symbol			
RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1 [Source:HGNC Symbol			
RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2 [Source:HGNC Symbol			
RAMP2	receptor activity modifying protein 2 [Source:HGNC Symbol			
RAMP3	receptor activity modifying protein 3 [Source:HGNC Symbol			
RASA1	RAS p21 protein activator 1 [Source:HGNC Symbol			
RASA4B	RAS p21 protein activator 4B [Source:HGNC Symbol			
RASD1	ras related dexamethasone induced 1 [Source:HGNC Symbol			
RASD2	RASD family member 2 [Source:HGNC Symbol			
RBKS	ribokinase [Source:HGNC Symbol			
RBM10	RNA binding motif protein 10 [Source:HGNC Symbol			
RBM25	RNA binding motif protein 25 [Source:HGNC Symbol			
RBM39	RNA binding motif protein 39 [Source:HGNC Symbol			
RBMS3	RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol			
RBMXL1	RBMX like 1 [Source:HGNC Symbol			
RBMY1J	RNA binding motif protein Y-linked family 1 member F [Source:HGNC Symbol			
RDX	radixin [Source:HGNC Symbol			
RERG	RAS like estrogen regulated growth inhibitor [Source:HGNC Symbol			
RET	ret proto-oncogene [Source:HGNC Symbol			
RGCC	regulator of cell cycle [Source:HGNC Symbol			
RGMA	repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol			
RGS14	regulator of G protein signaling 14 [Source:HGNC Symbol			
RGS20	regulator of G protein signaling 20 [Source:HGNC Symbol			
RHBDL3	rhomboid like 3 [Source:HGNC Symbol			
RHOA	ras homolog family member A [Source:HGNC Symbol			
RHOB	ras homolog family member B [Source:HGNC Symbol			
