#: :type=:list
#source	HGNC_name	dbTF	coTF	in_AGS
MED19	mediator complex subunit 19 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED20	mediator complex subunit 20 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED21	mediator complex subunit 21 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED23	mediator complex subunit 23 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED24	mediator complex subunit 24 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED26	mediator complex subunit 26 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED27	mediator complex subunit 27 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED29	mediator complex subunit 29 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED30	mediator complex subunit 30 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED31	mediator complex subunit 31 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED6	mediator complex subunit 6 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MED8	mediator complex subunit 8 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MMS19	MMS19 homolog|cytosolic iron-sulfur assembly component [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MTDH	metadherin [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MUC1	mucin 1|cell surface associated [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
MYCBP	MYC binding protein [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NAB1	NGFI-A binding protein 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NAB2	NGFI-A binding protein 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NACA	nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NCOA4	nuclear receptor coactivator 4 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NCOA5	nuclear receptor coactivator 5 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NCOA6	nuclear receptor coactivator 6 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NCOA7	nuclear receptor coactivator 7 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NFKBIB	NFKB inhibitor beta [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NFKBIZ	NFKB inhibitor zeta [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NIPBL	NIPBL cohesin loading factor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NOC2L	NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NPAT	nuclear protein|coactivator of histone transcription [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NPM1	nucleophosmin 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NRIP1	nuclear receptor interacting protein 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NSD1	nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NUP98	nucleoporin 98 and 96 precursor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
NUPR1	nuclear protein 1|transcriptional regulator [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PAGE4	PAGE family member 4 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PARP10	poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PARP14	poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PARP9	poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PAWR	pro-apoptotic WT1 regulator [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PBXIP1	PBX homeobox interacting protein 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PCBD1	pterin-4 alpha-carbinolamine dehydratase 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PDLIM1	PDZ and LIM domain 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PER2	period circadian regulator 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PEX14	peroxisomal biogenesis factor 14 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PFDN5	prefoldin subunit 5 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PHF10	PHD finger protein 10 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PHF12	PHD finger protein 12 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PHF2	PHD finger protein 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PHF8	PHD finger protein 8 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PIAS1	protein inhibitor of activated STAT 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PIAS2	protein inhibitor of activated STAT 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PIAS3	protein inhibitor of activated STAT 3 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PIAS4	protein inhibitor of activated STAT 4 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PIR	pirin [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PKN1	protein kinase N1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PMF1	polyamine modulated factor 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PPARGC1A	PPARG coactivator 1 alpha [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PPARGC1B	PPARG coactivator 1 beta [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PPRC1	PPARG related coactivator 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PQBP1	polyglutamine binding protein 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PRMT2	protein arginine methyltransferase 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PRMT5	protein arginine methyltransferase 5 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PSMC3IP	PSMC3 interacting protein [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PSMD9	proteasome 26S subunit|non-ATPase 9 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
PTPN14	protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RAD54L2	RAD54 like 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RALY	RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RAP2C	RAP2C|member of RAS oncogene family [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RB1	RB transcriptional corepressor 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RBBP8	RB binding protein 8|endonuclease [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RBFOX2	RNA binding fox-1 homolog 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RBM14	RNA binding motif protein 14 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RBPMS	RNA binding protein|mRNA processing factor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RLIM	ring finger protein|LIM domain interacting [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RNF14	ring finger protein 14 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RNF20	ring finger protein 20 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RRP1B	ribosomal RNA processing 1B [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RUVBL1	RuvB like AAA ATPase 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RUVBL2	RuvB like AAA ATPase 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
RYBP	RING1 and YY1 binding protein [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SAP18	Sin3A associated protein 18 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SAP30	Sin3A associated protein 30 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SCAI	suppressor of cancer cell invasion [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SDR16C5	short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SERTAD1	SERTA domain containing 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SETD3	SET domain containing 3|actin histidine methyltransferase [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SETD4	SET domain containing 4 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SETD5	SET domain containing 5 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SF1	splicing factor 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SFMBT1	Scm like with four mbt domains 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SFR1	SWI5 dependent homologous recombination repair protein 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SIAH2	siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SIN3A	SIN3 transcription regulator family member A [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SIN3B	SIN3 transcription regulator family member B [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SIRT1	sirtuin 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SIRT6	sirtuin 6 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SMARCA2	SWI/SNF related|matrix associated|actin dependent regulator of chromatin|subfamily a|member 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SMARCA4	SWI/SNF related|matrix associated|actin dependent regulator of chromatin|subfamily a|member 4 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SMARCB1	SWI/SNF related|matrix associated|actin dependent regulator of chromatin|subfamily b|member 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SMARCD1	SWI/SNF related|matrix associated|actin dependent regulator of chromatin|subfamily d|member 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SMARCD2	SWI/SNF related|matrix associated|actin dependent regulator of chromatin|subfamily d|member 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SMARCD3	SWI/SNF related|matrix associated|actin dependent regulator of chromatin|subfamily d|member 3 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SND1	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SNW1	SNW domain containing 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SRA1	steroid receptor RNA activator 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SRSF2	serine and arginine rich splicing factor 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SS18	SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SSBP3	single stranded DNA binding protein 3 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SUB1	SUB1 regulator of transcription [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SUFU	SUFU negative regulator of hedgehog signaling [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SUPT20H	SPT20 homolog|SAGA complex component [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SUPT3H	SPT3 homolog|SAGA and STAGA complex component [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
SUPT7L	SPT7 like|STAGA complex subunit gamma [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TACC1	transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TADA1	transcriptional adaptor 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TADA3	transcriptional adaptor 3 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TAF11	TATA-box binding protein associated factor 11 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TAF12	TATA-box binding protein associated factor 12 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TAF15	TATA-box binding protein associated factor 15 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TAF5L	TATA-box binding protein associated factor 5 like [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TAF6	TATA-box binding protein associated factor 6 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TAF6L	TATA-box binding protein associated factor 6 like [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TAF9	TATA-box binding protein associated factor 9 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TBL1X	transducin beta like 1 X-linked [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TBL1XR1	TBL1X/Y related 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TDG	thymine DNA glycosylase [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TDP2	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TDRD3	tudor domain containing 3 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
THRAP3	thyroid hormone receptor associated protein 3 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TLE1	TLE family member 1|transcriptional corepressor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TLE3	TLE family member 3|transcriptional corepressor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TLE4	TLE family member 4|transcriptional corepressor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TLE6	TLE family member 6|subcortical maternal complex member [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TOB1	transducer of ERBB2|1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TOB2	transducer of ERBB2|2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TP53BP1	tumor protein p53 binding protein 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM13	tripartite motif containing 13 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM14	tripartite motif containing 14 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM15	tripartite motif containing 15 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM21	tripartite motif containing 21 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM22	tripartite motif containing 22 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM24	tripartite motif containing 24 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM25	tripartite motif containing 25 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM27	tripartite motif containing 27 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM28	tripartite motif containing 28 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM32	tripartite motif containing 32 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM37	tripartite motif containing 37 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM38	tripartite motif containing 38 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM5	tripartite motif containing 5 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM52	tripartite motif containing 52 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM62	tripartite motif containing 62 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIM8	tripartite motif containing 8 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIP11	thyroid hormone receptor interactor 11 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIP13	thyroid hormone receptor interactor 13 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRIP4	thyroid hormone receptor interactor 4 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TRRAP	transformation/transcription domain associated protein [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
TSG101	tumor susceptibility 101 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
UBE2L3	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
UBE3A	ubiquitin protein ligase E3A [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
URI1	URI1 prefoldin like chaperone [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
USP16	ubiquitin specific peptidase 16 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
USP21	ubiquitin specific peptidase 21 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
USP22	ubiquitin specific peptidase 22 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
UXT	ubiquitously expressed prefoldin like chaperone [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
VGLL1	vestigial like family member 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
VHL	von Hippel-Lindau tumor suppressor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
WBP2	WW domain binding protein 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
WDR77	WD repeat domain 77 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
WTIP	WT1 interacting protein [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
WWC1	WW and C2 domain containing 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
WWOX	WW domain containing oxidoreductase [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
WWTR1	WW domain containing transcription regulator 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
XPC	XPC complex subunit|DNA damage recognition and repair factor [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
YAF2	YY1 associated factor 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
YAP1	Yes1 associated transcriptional regulator [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
YEATS2	YEATS domain containing 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
ZMIZ1	zinc finger MIZ-type containing 1 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
ZMIZ2	zinc finger MIZ-type containing 2 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
ZMYND11	zinc finger MYND-type containing 11 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
ZMYND8	zinc finger MYND-type containing 8 [Source:HGNC Symbol		coTF	dbTFs_OR_coTFs_in_AGS
ACTL6B	actin like 6B [Source:HGNC Symbol		coTF	
APBB1	amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol		coTF	
BASP1	brain abundant membrane attached signal protein 1 [Source:HGNC Symbol		coTF	
BRDT	bromodomain testis associated [Source:HGNC Symbol		coTF	
CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:HGNC Symbol		coTF	
CCDC62	coiled-coil domain containing 62 [Source:HGNC Symbol		coTF	
CDYL2	chromodomain Y like 2 [Source:HGNC Symbol		coTF	
CIITA	class II major histocompatibility complex transactivator [Source:HGNC Symbol		coTF	
CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol		coTF	
CRYM	crystallin mu [Source:HGNC Symbol		coTF	
DTX1	deltex E3 ubiquitin ligase 1 [Source:HGNC Symbol		coTF	
ELANE	elastase|neutrophil expressed [Source:HGNC Symbol		coTF	
FHL5	four and a half LIM domains 5 [Source:HGNC Symbol		coTF	
GTF2A1L	general transcription factor IIA subunit 1 like [Source:HGNC Symbol		coTF	
HDAC9	histone deacetylase 9 [Source:HGNC Symbol		coTF	
IL31RA	interleukin 31 receptor A [Source:HGNC Symbol		coTF	
LDB2	LIM domain binding 2 [Source:HGNC Symbol		coTF	
LMO1	LIM domain only 1 [Source:HGNC Symbol		coTF	
LMO2	LIM domain only 2 [Source:HGNC Symbol		coTF	
LMO3	LIM domain only 3 [Source:HGNC Symbol		coTF	
MAK	male germ cell associated kinase [Source:HGNC Symbol		coTF	
MID2	midline 2 [Source:HGNC Symbol		coTF	
MLIP	muscular LMNA interacting protein [Source:HGNC Symbol		coTF	
MYOCD	myocardin [Source:HGNC Symbol		coTF	
NRG1	neuregulin 1 [Source:HGNC Symbol		coTF	
PARP15	poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol		coTF	
PHB1	prohibitin 1 [Source:HGNC Symbol		coTF	
PRKCB	protein kinase C beta [Source:HGNC Symbol		coTF	
RIPK3	receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol		coTF	
RUNX1T1	RUNX1 partner transcriptional co-repressor 1 [Source:HGNC Symbol		coTF	
SFMBT2	Scm like with four mbt domains 2 [Source:HGNC Symbol		coTF	
SMYD1	SET and MYND domain containing 1 [Source:HGNC Symbol		coTF	
SSX1	SSX family member 1 [Source:HGNC Symbol		coTF	
TAF9B	TATA-box binding protein associated factor 9b [Source:HGNC Symbol		coTF	
TBL1Y	transducin beta like 1 Y-linked [Source:HGNC Symbol		coTF	
TCP10L	t-complex 10 like [Source:HGNC Symbol		coTF	
TGFB1I1	transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol		coTF	
TLE5	TLE family member 5|transcriptional modulator [Source:HGNC Symbol		coTF	
TRIB3	tribbles pseudokinase 3 [Source:HGNC Symbol		coTF	
TRIM31	tripartite motif containing 31 [Source:HGNC Symbol		coTF	
UTF1	undifferentiated embryonic cell transcription factor 1 [Source:HGNC Symbol		coTF	
VGLL2	vestigial like family member 2 [Source:HGNC Symbol		coTF	
WNT3A	Wnt family member 3A [Source:HGNC Symbol		coTF	
WNT4	Wnt family member 4 [Source:HGNC Symbol		coTF	
AFF1	ALF transcription elongation factor 1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ARID4A	AT-rich interaction domain 4A [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ARID4B	AT-rich interaction domain 4B [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
ATRX	ATRX chromatin remodeler [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
CC2D1B	coiled-coil and C2 domain containing 1B [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
CNOT4	CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
CREBRF	CREB3 regulatory factor [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
DNAJC1	DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
DNAJC2	DnaJ heat shock protein family (Hsp40) member C2 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
GATAD1	GATA zinc finger domain containing 1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
GPER1	G protein-coupled estrogen receptor 1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
HDAC5	histone deacetylase 5 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
HMGXB3	HMG-box containing 3 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
HMGXB4	HMG-box containing 4 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
JARID2	jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
KDM5C	lysine demethylase 5C [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
LRRFIP1	LRR binding FLII interacting protein 1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
LRRFIP2	LRR binding FLII interacting protein 2 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
LYAR	Ly1 antibody reactive [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
MEN1	menin 1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
NONO	non-POU domain containing octamer binding [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
PBRM1	polybromo 1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
PGBD1	piggyBac transposable element derived 1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
PHF5A	PHD finger protein 5A [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
POGZ	pogo transposable element derived with ZNF domain [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
PRDM11	PR/SET domain 11 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
PSPC1	paraspeckle component 1 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
RC3H2	ring finger and CCCH-type domains 2 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
RFXANK	regulatory factor X associated ankyrin containing protein [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
RFXAP	regulatory factor X associated protein [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
SMAD2	SMAD family member 2 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
SMARCA5	SWI/SNF related|matrix associated|actin dependent regulator of chromatin|subfamily a|member 5 [Source:HGNC Symbol	dbTF		dbTFs_OR_coTFs_in_AGS
