#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI5Z_2h.txt#:type=:list
#Associated Gene Name	XPI5Z_2h_Rep1	XPI5Z_2h_Rep2	XPI5Z_2h_Rep3	XPI5Z_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PI5Z_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPI5Z_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PI5Z_2h_DMSO_2h	N: Student's T-test q-value PI5Z_2h_DMSO_2h	N: Student's T-test Difference PI5Z_2h_DMSO_2h	N: Student's T-test Test statistic PI5Z_2h_DMSO_2h
ACOT8	17.5449	17.1402	17.1757	17.2719	17.2419	17.1708	17.1614	17.318			4	4	0.248734	0.778873	0.060143	0.610406
CDIPT	19.3778	18.9292	18.9092	18.866	20.0608	19.0651	18.8437	18.4602			4	4	0.0871305	0.919234	-0.0868945	-0.240136
PDCD5	20.9937	20.8711	20.7705	20.8144	20.7322	20.6659	20.6351	20.5256			4	4	1.85903	0.14262	0.222701	3.43801
PRMT5	19.0939	19.1905	19.2013	19.2649	18.9981	19.1096	19.082	19.1627			4	4	1.04643	0.303912	0.0995274	2.02032
SLC9A3R1	18.9374	19.1247	19.1054	19.1389	18.8614	18.9884	19.0716	19.0722			4	4	0.528011	0.556018	0.0781522	1.14329
CHEK1	16.8772	16.8573	16.5527	17.0692	16.7273	16.7045	16.3689	16.1907			4	4	1.04529	0.30419	0.341276	2.01843
TNFRSF10B	14.7439	15.6262	15.6011	14.9422	17.048	15.9057	15.7132	15.6147			4	4	1.09342	0.289853	-0.842032	-2.0985
FPGT	14.6177	14.6808	14.687	14.274	15.0937	14.5706	14.8072	14.9814			4	4	1.02402	0.3089	-0.298344	-1.98308
TPP1	17.3951	17.2234	17.4193	17.3956	17.4102	17.3668	17.4265	17.5456			4	4	0.635095	0.496647	-0.0789318	-1.33049
TCERG1	18.6184	18.6072	18.6492	18.609	18.6039	18.5318	18.5826	18.6631			4	4	0.38753	0.661122	0.0255809	0.886031
NDC80	16.2842	16.6612	16.5511	16.7375	16.3432	16.6573	16.5237	16.6086			4	4	0.0751667	0.931908	0.0252967	0.20939
TNPO2	16.9678	16.9278	16.9444	16.9148	17.1318	16.9065	16.8806	17.0089			4	4	0.31353	0.717295	-0.0432439	-0.74252
UNC13B	15.4421	15.2701	15.1722	15.2896	17.2359	17.6112	17.6238	18.033	+	PI5Z_2h_DMSO_2h	3	4	4.99938	0.056	-2.33249	-13.552
POLR3A	15.2049	15.5495	15.4942	15.4918	16.6688	16.5612	15.9547	15.6369			4	4	1.61011	0.171508	-0.770282	-2.98301
PSMA7	21.091	21.259	21.2381	21.2779	21.2669	21.1831	21.3002	21.3567			4	4	0.490719	0.582296	-0.0602541	-1.07653
SCAMP3	18.7163	18.577	18.6104	18.6452	18.5328	18.4002	18.6081	18.5314			4	4	1.19548	0.254635	0.119097	2.26899
OPLAH	20.2794	20.1711	20.3714	20.0379	20.2367	20.4577	20.3853	20.2658			4	4	0.659546	0.484012	-0.12145	-1.37249
BCKDK	16.7038	16.5377	16.6748	16.3294	16.5911	16.3673	16.4856	16.6718			4	4	0.111462	0.900205	0.0324769	0.30091
IFIT3	16.2307	14.8461	15.8744	15.3433	16.0422	15.5325	15.6628	15.6141			4	4	0.1662	0.851809	-0.139305	-0.430271
MGST3	19.6813	19.2502	19.6821	19.3707	20.6412	20.0768	20.0536	19.818			4	4	1.70625	0.159626	-0.651356	-3.15587
GEMIN2	17.2834	17.3045	17.2395	16.9702	17.5779	17.2665	17.2021	17.4157			4	4	0.708128	0.453262	-0.166134	-1.45531
IRF6	15.7861	15.1999	14.668	14.8555	15.2261	15.0686	15.0708	15.0944			4	4	0.016958	0.98421	0.0124376	0.0500524
TAX1BP3	20.2649	20.1446	20.0377	20.0698	20.04	19.9913	19.9842	20.0409			4	4	1.14501	0.273028	0.115148	2.18453
GIPC1	19.4307	19.6436	19.5267	19.5306	19.4221	19.4371	19.4594	19.4534			4	4	1.05074	0.30246	0.0898862	2.02749
LIN7A	17.1385	17.0794	17.1012	17.2563	16.8539	16.9036	16.9137	16.9525			4	4	2.76469	0.1168	0.237936	5.36548
IKBKB	17.7872	18.0238	17.8097	17.3967	17.4363	18.0646	17.3621	17.8049			4	4	0.160263	0.854897	0.0873971	0.416676
TIMM23	18.4198	18.1997	17.9498	18.1481	18.6126	18.4567	18.3253	18.0471			4	4	0.54697	0.546043	-0.18109	-1.17688
TIMM23B	18.4198	18.1997	17.9498	18.1481	18.6126	18.4567	18.3253	18.0471			4	4	0.54697	0.546043	-0.18109	-1.17688
HAT1	17.7496	17.9006	17.8925	17.9311	17.6086	18.0338	17.8683	18.0448			4	4	0.06632	0.940111	-0.0203996	-0.186257
UBE2L6	15.9708	15.7363	15.9431	15.6577	16.9781	16.1217	16.1623	16.3108			4	4	1.42115	0.206938	-0.566235	-2.65217
CASK	18.1796	18.0425	18.0788	17.9862	18.0658	17.9478	18.0468	17.9345			4	4	0.667077	0.479407	0.0730762	1.38538
UQCRQ	18.364	18.4304	18.6272	18.5818	18.2839	18.5197	18.6301	18.6475			4	4	0.0664584	0.940201	-0.0194492	-0.186622
MYL12B	21.6257	22.116	22.026	21.859	21.8279	22.0426	22.1982	21.9629			4	4	0.32396	0.709041	-0.101219	-0.763178
MYL12A	21.6257	22.116	22.026	21.859	21.8279	22.0426	22.1982	21.9629			4	4	0.32396	0.709041	-0.101219	-0.763178
UQCR11	15.805	15.5786	15.6331	15.6345	16.5106	16.3369	16.2942	16.2578			4	4	4.03815	0.0794286	-0.687083	-9.22471
HGS	17.6729	17.7746	17.6174	17.6409	17.5512	17.7256	17.6672	17.7508			4	4	0.0167151	0.983887	0.00278091	0.0493484
AURKA	17.4481	17.3069	16.8414	17.4444	17.3878	17.0904	16.7829	16.656			4	4	0.611805	0.507874	0.280984	1.29026
RAB7L1	16.4515	16.3329	16.7595	15.9947	16.5971	16.7754	16.8804	16.3758			4	4	0.683348	0.470596	-0.272518	-1.41316
DSCR3	15.6303	15.4959	15.5367	15.1875	14.9898	15.1157	15.2293	15.002			4	4	1.84181	0.144588	0.37841	3.40571
PPP1R12A	18.5293	18.68	18.6531	18.7383	18.6171	18.575	18.7381	18.7801			4	4	0.160491	0.855145	-0.0273728	-0.417198
SLC27A2	18.5419	18.4662	18.5226	18.3976	18.6475	18.6509	18.6313	18.6541			4	4	2.6085	0.109778	-0.163887	-4.99555
GAK	19.1572	19.0919	19.1275	18.9845	19.0547	19.1349	19.169	19.0343			4	4	0.0566857	0.947301	-0.00795221	-0.160658
HNRNPDL	21.6821	21.7624	21.8542	21.8603	21.7981	21.8899	21.853	21.7752			4	4	0.33826	0.697953	-0.0392942	-0.791253
XPO1	19.6409	19.687	19.6244	19.6958	20.0181	19.862	19.7816	19.7825			4	4	1.8464	0.143842	-0.199016	-3.41432
BTAF1	17.0118	17.0379	17.1144	17.0598	17.0124	17.0441	17.0189	16.939			4	4	0.83527	0.38951	0.052372	1.66916
ARHGEF10	14.9367	14.4846	14.9194	13.2684	14.8413	14.3158	14.6345	14.5439			4	4	0.173206	0.845605	-0.181599	-0.446191
ARHGEF10L	14.9367	14.4846	14.9194	13.2684	14.8413	14.3158	14.6345	14.5439			4	4	0.173206	0.845605	-0.181599	-0.446191
ZNF609	12.5045	12.5253	12.3131	12.301	11.8057	11.8253	11.9087	11.8801			4	3	3.86295	0.0965	0.55601	8.58675
SPTBN2	15.9243	16.0998	16.2378	16.1126	15.8109	15.9463	16.2017	16.1752			4	4	0.210103	0.814154	0.0600779	0.528
SEC16A	18.6911	18.6332	18.6709	18.6354	18.5715	18.4753	18.5835	18.4804			4	4	2.16802	0.1191	0.129934	4.04143
PLXNB2	17.7034	17.8286	17.7465	17.8757	17.8779	17.9169	17.8799	17.8787			4	4	1.32532	0.226786	-0.0997763	-2.48816
KHNYN	16.3972	16.0327	16.1239	15.8716	16.3246	16.2143	16.2533	16.1326			4	4	0.484923	0.586548	-0.124871	-1.06607
U2SURP	20.3799	20.3497	20.4098	20.4172	20.2358	20.2845	20.3587	20.3757			4	4	1.08826	0.291388	0.0754566	2.08991
SETD1A	16.2349	16.3035	16.2656	16.2864	16.1763	16.1422	16.1206	16.1958			4	4	2.64565	0.112822	0.113879	5.08191
SYNJ2	14.9937	14.6776	15.1656	14.7125	14.3975	14.5294	14.611	14.6232			4	4	1.45911	0.199083	0.347066	2.71778
KIF3B	16.4028	16.2245	15.879	16.0457	15.8144	16.119	16.2059	16.1533			4	4	0.176145	0.843323	0.0648725	0.452832
PFAS	17.5065	17.4123	17.3514	17.4506	17.5467	17.5125	17.4527	17.4577			4	4	0.774785	0.418045	-0.0622482	-1.56784
NACAD	21.1382	21.0427	20.869	21.0555	20.9934	21.1138	21.0956	21.059			4	4	0.256244	0.773205	-0.0391212	-0.626085
ANKRD28	17.4515	17.4125	17.5733	17.564	17.3538	17.3656	17.5868	17.6066			4	4	0.10222	0.907564	0.0221205	0.27809
ARHGEF11	21.7336	21.6479	21.5385	21.424	21.7578	21.6409	21.5291	21.291			4	4	0.0953369	0.913134	0.0313234	0.260887
KIAA0391	17.097	17.0481	17.0426	17.0141	17.1047	16.9744	17.0116	16.9791			4	4	0.420801	0.638559	0.0330024	0.948516
CHUK	17.3377	17.0151	17.1142	17.0294	17.497	17.2324	17.1389	17.2015			4	4	0.629562	0.497942	-0.143377	-1.32095
LSM1	22.6595	22.5727	22.5164	22.4434	22.8483	22.7694	22.5991	22.5003			4	4	0.697497	0.459595	-0.131282	-1.43725
NPC1	16.9014	17.053	17.1683	16.8636	16.6946	17.0309	17.1581	17.1075			4	4	0.00327461	0.997161	-0.00123549	-0.00981344
AGPAT2	17.5343	17.6823	17.711	17.9773	18.0771	18.0436	17.7525	17.813			4	4	0.787042	0.412325	-0.195349	-1.58843
DEGS1	15.9463	16.7177	16.5173	16.407	16.418	17.0805	16.8203	17.2323			4	4	1.05184	0.302519	-0.490681	-2.0293
SCAMP2	17.5765	17.6217	17.6021	17.5847	17.4933	17.4312	17.4011	17.5792			4	4	1.59541	0.174075	0.120048	2.95687
ARPC1B	19.6797	19.2851	19.5797	19.5927	19.5532	19.5469	19.8337	19.7217			4	4	0.543987	0.547665	-0.129584	-1.17161
ARPC2	19.9416	19.9532	19.9882	20.1774	20.0142	20.0451	20.0653	20.0511			4	4	0.203698	0.820293	-0.0288177	-0.514028
ARPC3	18.9878	19.1008	19.2579	19.2873	18.8267	19.0287	19.3141	19.3358			4	4	0.0826593	0.924481	0.0321693	0.228715
BET1	15.6192	15.5164	15.8032	15.8654	15.9483	16.1788	16.0314	16.3524			4	4	1.92117	0.136035	-0.426701	-3.55563
ZBTB7B	14.068	15.2136	15.0373	15.3627	15.6888	15.6035	15.6365	15.7883			4	4	1.37685	0.213176	-0.758881	-2.57607
POLR1C	18.2663	18.4266	18.3495	18.4591	18.3923	18.6363	18.5703	18.4213			4	4	0.904093	0.358736	-0.129673	-1.78384
PLSCR1	17.4645	17.1027	17.0788	17.1745	17.5281	17.3797	17.0277	17.4184			4	4	0.423008	0.636778	-0.133392	-0.952621
TRIM24	17.2895	17.2238	17.0418	17.307	17.1245	17.107	17.0017	16.9852			4	4	1.20744	0.254359	0.160928	2.28905
PGRMC2	19.4913	19.2577	19.3193	19.1421	19.1411	19.0965	19.3397	19.4324			4	4	0.180961	0.841211	0.0501451	0.463663
VILL	14.6965	14.1737	14.4305	14.2915	14.2759	14.577	14.6328	14.946			4	4	0.550351	0.544339	-0.209898	-1.18285
PFDN6	20.1108	20.0152	19.8221	19.861	19.7506	19.7426	19.8151	19.7609			4	4	1.43151	0.204825	0.184964	2.67004
WDR46	16.48	16.6044	16.5279	16.6288	16.2859	16.5869	16.5402	16.5307			4	4	0.437116	0.626517	0.0743685	0.978761
NKRF	16.8813	16.8804	16.9713	17.0119	16.7341	16.834	16.7276	16.7941			4	4	2.11338	0.118109	0.163777	3.93117
GNPAT	17.8897	17.8967	18.1995	18.0372	18.3407	18.2526	18.3288	18.1668			4	4	1.72978	0.15689	-0.266434	-3.19872
LAMA5	18.1712	17.7835	17.7758	17.6655	18.3211	17.98	17.8105	17.8456			4	4	0.380746	0.665996	-0.14031	-0.873148
CASC3	16.182	15.931	16.1394	16.6952	16.5276	17.0162	16.1114	17.0158			4	4	0.784358	0.413684	-0.430847	-1.58392
MRPS12	15.7121	15.7414	16.06	16.0761	15.8745	16.0459	15.9352	15.9813			4	4	0.238007	0.789913	-0.0618408	-0.587825
NDUFA1	15.0984	15.1189	15.4714	15.5575	16.1331	15.8333	15.3813	16.2136			4	4	1.39122	0.210774	-0.578758	-2.6007
ACOX3	16.667	16.7909	16.7807	16.5053	16.6693	16.8137	16.7952	16.7665			4	4	0.458919	0.607732	-0.0752015	-1.01881
RER1	18.5489	18.6838	18.5161	18.8286	18.2532	18.371	18.3894	18.6389			4	4	1.11906	0.283062	0.231252	2.14121
SURF4	18.4446	18.3759	18.5875	19.0277	20.3758	19.455	18.9963	18.8972			4	4	1.17502	0.261207	-0.822159	-2.23472
MAPK13	18.1737	18.2253	18.2032	18.2313	17.943	17.8927	18.1006	18.0664			4	4	2.17912	0.121773	0.20769	4.06403
SPTLC1	18.369	18.6483	18.5312	18.6977	18.8197	18.9644	18.7523	18.7141			4	4	1.47418	0.198393	-0.251076	-2.74395
SPTLC2	19.0246	18.925	18.9408	19.0152	19.079	19.0076	19.0272	19.0008			4	4	0.847887	0.383007	-0.0523028	-1.69022
OGT	18.655	18.7562	18.56	18.7079	18.6574	18.7029	18.6173	18.5255			4	4	0.332458	0.702606	0.0440454	0.779896
PMM2	18.9741	18.9306	19.1126	19.1416	18.8603	18.9613	19.0169	19.0723			4	4	0.39744	0.654483	0.0620437	0.904761
CTAGE5	17.8017	17.8497	17.9081	17.8486	17.759	17.6875	17.8571	17.9586			4	4	0.234282	0.793634	0.0364752	0.579931
MIA2	17.8017	17.8497	17.9081	17.8486	17.759	17.6875	17.8571	17.9586			4	4	0.234282	0.793634	0.0364752	0.579931
HMGB3	20.6244	20.3469	20.3737	20.4688	20.4754	20.5198	20.5241	20.3941			4	4	0.135257	0.875392	-0.0249243	-0.358297
PPM1G	18.156	18.4601	18.3923	18.4741	18.1877	18.3921	18.2967	18.3896			4	4	0.250403	0.778048	0.0541301	0.6139
INPPL1	17.5645	17.3433	17.3163	17.437	17.606	17.5749	17.4906	17.1043			4	4	0.0804062	0.926897	-0.0286837	-0.222929
EIF3D	19.5981	19.829	19.8245	19.8915	19.8042	19.9187	19.7928	19.8284			4	4	0.298864	0.729709	-0.0502357	-0.713208
EIF3H	19.6178	19.7594	19.6062	19.7936	20.048	19.9081	19.7011	19.5928			4	4	0.474727	0.594865	-0.118289	-1.0476
HDAC3	15.6631	15.766	15.5868	15.9233	15.8179	15.864	15.5735	15.8092			4	4	0.119734	0.891936	-0.0314	-0.321077
NVL	17.4496	17.5266	17.6486	17.5142	17.3377	17.3132	17.3834	17.4903			4	4	1.44276	0.202294	0.153605	2.68948
BCAT2	18.7947	18.7136	18.7134	18.6191	18.8335	18.6658	18.6015	18.6014			4	4	0.210524	0.813626	0.0346351	0.528915
BIRC5	15.4169	15.3179	14.6689	14.637	15.7007	15.4219	14.6223	14.8614			4	4	0.169286	0.848195	-0.141401	-0.437299
IPO8	16.7785	16.9243	16.7496	16.917	16.5847	16.7003	16.8167	16.9293			4	4	0.432779	0.631201	0.0845904	0.970744
STX7	18.5705	18.6387	18.6299	18.5285	18.6506	18.8914	18.7553	18.7556			4	4	1.65901	0.170422	-0.171332	-3.07052
TNRC18	14.2736	14.1114	14.5167	14.3675	14.8064	15.0187	14.4886	14.596			4	2	1.52358	0.188626	-0.410104	-2.83016
SLC16A3	19.6286	19.3784	19.3415	19.3338	19.4325	19.2645	19.2401	19.0835			4	4	0.826	0.39267	0.165414	1.65367
SLC31A1	17.0182	15.5126	16.1072	16.3609	16.494	16.8452	16.9297	16.2			4	4	0.469186	0.599161	-0.367487	-1.03753
ABCC3	16.5334	16.2164	16.3309	16.0667	16.6098	16.153	16.4116	16.1911			4	4	0.143157	0.868955	-0.0545397	-0.37694
ABCC4	17.7246	17.6786	17.7733	17.6699	17.7041	17.686	17.8016	17.6975			4	4	0.110832	0.900378	-0.0107059	-0.299363
CD3EAP	17.7099	17.9384	17.8437	17.9498	17.6177	17.6254	17.786	17.9314			4	4	0.613437	0.507184	0.120297	1.29308
P4HA2	17.6685	17.7457	17.5878	17.7454	17.7896	17.7276	17.6372	17.622			4	4	0.0461717	0.958021	-0.00721312	-0.132208
YKT6	18.9144	18.882	18.9223	19.0634	19.0147	18.9292	18.8128	18.9099			4	4	0.197247	0.826972	0.0288739	0.499865
NUPL2	15.8613	15.9282	16.0744	16.0979	15.9415	15.9296	16.3531	16.1145			4	4	0.355401	0.684624	-0.0942099	-0.824557
ARPC5	19.3451	20.0498	19.9321	19.9841	19.7606	20.0142	19.9877	20.154			4	4	0.359151	0.681866	-0.151341	-0.831794
POLR2D	15.9201	16.6566	16.5559	16.4826	17.2932	17.5546	17.1477	17.1928			4	4	2.49462	0.106393	-0.893263	-4.73689
PDPK1	16.2788	16.3762	16.2423	16.1601	16.4972	16.6114	16.5341	16.4292			4	4	2.30274	0.120051	-0.253625	-4.32044
TAPBP	18.7164	18.3525	18.43	18.3314	18.4719	18.2877	18.3264	18.1525			4	4	0.640111	0.494033	0.147956	1.33912
RNF113A	15.2841	15.5447	15.3478	15.6058	14.9753	15.2652	15.1862	15.5938			4	4	0.601652	0.5118	0.190508	1.27264
KDM6A	15.4793	15.9329	16.0618	16.0137	15.7017	15.8458	16.097	15.5164			4	4	0.175237	0.843702	0.0816846	0.450782
DHX15	20.6882	20.7432	20.6519	20.6549	20.8711	20.7962	20.744	20.6138			4	4	0.579054	0.525311	-0.0717583	-1.23326
RNMT	17.9329	18.0874	18.1227	17.9357	17.8885	17.9991	18.1291	18.0554			4	4	0.00780855	0.994124	0.0016551	0.0232813
ZZEF1	14.1318	14.652	14.719	14.4587	14.5871	14.3912	13.9706	14.7125			4	4	0.13553	0.875726	0.0750198	0.358943
ASAP2	15.6123	15.8998	16.0305	15.8244	15.6451	15.8535	15.8278	16.2797			4	4	0.141348	0.870793	-0.0597496	-0.37269
TTI1	14.9454	15.4459	15.2179	15.7661	16.5664	17.0036	15.8154	14.7781			4	4	0.644859	0.49193	-0.697032	-1.34729
RRP8	17.2283	17.4385	17.3479	17.3863	17.2864	17.3641	17.4092	17.1918			4	4	0.230627	0.796052	0.0373907	0.57216
SIPA1L1	14.8474	14.7943	15.1605	15.1676	14.5879	15.1174	15.3334	15.2287			4	4	0.146534	0.867986	-0.0743973	-0.384853
CYB5B	19.4473	19.3761	19.3832	19.4161	19.7017	19.8522	19.6497	19.5165			4	4	2.07212	0.121375	-0.274369	-3.84899
PRPF4	19.1383	19.0089	18.9681	18.9789	18.804	18.8464	18.8749	18.8979			4	4	2.04877	0.123507	0.167774	3.80287
NDUFS4	17.6948	17.7492	17.8873	17.7828	17.4211	17.4862	17.6775	17.6906			4	4	1.42103	0.206673	0.209651	2.65197
DYNC1LI2	19.1215	19.2326	19.2504	19.0364	19.3294	19.1753	19.2298	19.2076			4	4	0.588954	0.519251	-0.0752668	-1.25054
PSMD3	19.9966	20.0741	20.1021	20.2148	20.0021	20.0514	20.0747	20.0777			4	4	0.415124	0.642225	0.0454383	0.937932
RBFOX2	17.0514	16.9537	16.9684	17.0887	17.3678	17.1998	16.9374	17.16			4	4	0.79233	0.411134	-0.150707	-1.5973
PAPSS1	18.9075	19.0724	19.0711	19.1353	19.1675	19.1063	19.1265	19.022			4	4	0.462522	0.605318	-0.0589967	-1.02539
ZW10	17.1904	17.2793	17.202	17.2378	17.2472	17.2976	17.287	17.3268			4	4	1.27414	0.23874	-0.062273	-2.40139
SPINT1	17.1167	17.3842	17.3795	17.3697	16.9059	17.0616	17.1409	17.2763			4	4	1.11599	0.283412	0.216339	2.13611
B4GALT5	18.8639	19.2527	18.8505	18.9391	17.5859	19.3032	19.259	18.7647			4	4	0.245968	0.782123	0.248361	0.604605
SART1	17.4208	17.4404	17.4076	17.5225	17.2408	17.3198	17.2763	17.4151			4	4	1.59301	0.174269	0.134813	2.95261
SPINT2	18.7076	18.7356	18.5513	18.6512	18.1824	18.3276	17.9203	18.2744			4	4	2.56453	0.105565	0.485227	4.89463
GPAA1	18.8325	18.6929	18.5637	18.6991	18.769	18.6381	18.6478	18.5415			4	4	0.275483	0.752978	0.0479493	0.665791
DAPK3	16.4544	16.2703	16.3965	16.3768	16.4589	16.4766	16.5333	16.4918			4	4	1.49588	0.190996	-0.115686	-2.78173
AP5Z1	15.4174	14.9719	14.976	14.9724	14.9571	15.0091	15.1449	14.9916			4	4	0.195396	0.828235	0.0586944	0.495782
PPIP5K2	14.1616	14.2199	14.2235	14.1775	14.1314	13.9443	14.4563	13.9018			4	4	0.285267	0.745914	0.0871871	0.685739
MAP3K7	15.9067	16.0617	16.033	16.1105	15.8152	15.8494	15.9202	15.9071			4	4	1.67608	0.167596	0.154969	3.10127
EEF1E1	20.291	20.149	20.1935	19.9876	20.275	20.1022	20.2255	20.3121			4	4	0.4163	0.641719	-0.0734067	-0.940127
WDR62	15.4287	15.7405	15.6693	15.7449	15.6942	15.7904	15.7031	15.7088			4	4	0.452683	0.612776	-0.0782719	-1.0074
HNRNPR	20.4046	20.5957	20.525	20.464	20.5646	20.6159	20.6373	20.6069			4	4	1.32515	0.226539	-0.108821	-2.48786
PRPF3	18.5567	18.5484	18.5136	18.594	18.5568	18.626	18.5658	18.4919			4	4	0.0777461	0.928557	-0.00691748	-0.21607
TXNL1	19.1995	19.5265	19.4805	19.548	19.2929	19.4497	19.4887	19.5546			4	4	0.0274348	0.976008	-0.00786209	-0.0800733
TPD52L2	19.5588	19.6304	19.4662	19.6129	19.4494	19.4573	19.4774	19.483			4	4	1.42225	0.207301	0.100274	2.65406
EMC8	17.9223	18.0329	18.1237	18.0383	18.4022	18.1549	18.065	18.3196			4	4	1.2549	0.242116	-0.20616	-2.36891
ERI3	15.5989	15.7413	16.2086	15.8657	16.0751	15.875	16.0764	16.1601			4	4	0.642862	0.492938	-0.193056	-1.34386
PRKRIR	14.6268	14.6065	14.7306	14.5338	15.5717	15.1496	14.9157	15.0841			4	4	2.06092	0.122333	-0.555871	-3.82683
GRID2	16.7174	16.6861	16.9297	14.8694	16.0829	16.4745	16.6288	14.8274			4	4	0.184468	0.838456	0.29724	0.471515
FIBP	16.6926	16.0299	16.1607	16.2565	16.6131	16.306	16.5179	16.2714			4	4	0.372883	0.671564	-0.142143	-0.858154
EIF4G3	19.3079	19.4902	19.4959	19.4975	19.4271	19.4281	19.4011	19.3487			4	4	0.409674	0.64622	0.0466189	0.927742
PPIH	19.4295	19.1619	19.1199	19.1548	19.226	19.1544	19.2137	19.0787			4	4	0.24907	0.778863	0.0483427	0.61111
HTRA2	17.3022	17.0006	17.1915	17.0756	17.5587	17.4131	17.2246	17.1225			4	4	0.789497	0.412884	-0.187253	-1.59255
KLF4	16.5708	16.6988	16.7188	16.6349	16.4521	16.5472	16.8603	16.9825			4	4	0.161774	0.85442	-0.0546913	-0.420143
OIP5	13.0563	14.7281	14.339	14.8041	14.2465	14.0912	13.81	13.7703			4	4	0.243774	0.784496	0.252384	0.599993
AKR7A2	18.2783	17.9981	18.2015	18.045	18.146	17.9694	18.2033	18.3133			4	4	0.103276	0.906363	-0.0273132	-0.280712
EPB41L2	18.7907	18.8591	18.8593	18.9413	18.6938	18.8392	18.8224	18.8942			4	4	0.425802	0.635228	0.0502076	0.957812
TGOLN2	16.6395	16.8558	16.982	16.9095	16.4654	16.6743	16.9017	17.0235			4	4	0.224379	0.800285	0.0804448	0.558811
RAD51C	13.2397	14.9138	14.6076	14.8687	16.1143	16.2624	15.1933	14.134			4	4	0.80323	0.40594	-1.01855	-1.61557
LAMTOR5	17.0083	17.0656	16.8774	16.8224	16.7331	16.9137	16.8037	17.0854			4	4	0.255432	0.773584	0.0594621	0.624395
B3GNT1	15.7997	16.1791	15.9826	16.024	16.1299	16.4295	16.3509	16.489			4	4	1.7266	0.155854	-0.353485	-3.19291
FOXO3	14.5637	14.6662	15.1431	15.2229	14.3414	14.3303	15.1293	15.0976			4	4	0.255266	0.773455	0.174325	0.624049
AKAP10	13.0729	12.7635	13.5006	14.2421	12.8056	13.2081	13.031	13.9467			3	4	0.137303	0.874079	0.146909	0.363143
DENR	16.742	17.6049	17.814	17.5759	17.5553	17.8166	17.8467	17.9096			4	4	0.672996	0.47697	-0.34785	-1.3955
XPOT	18.0439	17.9022	18.0394	17.9252	18.3879	18.0927	18.0274	18.2115			4	4	1.22125	0.251311	-0.202213	-2.31226
DNPH1	18.3447	18.2729	18.3025	18.0714	18.1297	18.2693	18.4169	17.8716			4	4	0.234546	0.793593	0.0759835	0.580493
TIMM44	19.4893	19.4767	19.5925	19.3084	19.3586	19.329	19.5556	19.486			4	4	0.167472	0.850499	0.0344048	0.433171
TRAPPC3	18.9945	19.1329	19.0605	19.007	19.2462	19.2394	19.0439	19.145			4	4	1.09527	0.290003	-0.119875	-2.10158
CHMP2A	19.057	19.3033	19.0584	19.1192	18.9392	18.9681	18.8935	19.079			4	4	1.23887	0.246472	0.164509	2.3419
NCK2	16.1159	16.0961	16.1031	15.7348	16.0191	16.2432	16.0615	16.3179			4	4	0.596772	0.513596	-0.147966	-1.26416
PLRG1	17.5756	17.614	17.6424	17.6494	17.3454	17.4059	17.4901	17.6184			4	4	1.3483	0.22064	0.155362	2.5273
PRC1	15.9192	16.1147	15.8831	15.9214	16.7413	16.5338	16.1954	16.0281			4	4	1.3017	0.230386	-0.415064	-2.44805
RGS10	17.8384	17.4988	17.7495	17.8924	17.7235	17.9534	17.9281	17.1727			4	4	0.0911708	0.916298	0.0503774	0.250386
ZNF207	18.5025	19.6425	19.6245	19.4985	19.281	19.5642	19.595	19.8179			4	4	0.36336	0.679178	-0.247553	-0.839897
NDUFB5	16.5316	17.3846	18.1322	17.4056	17.6716	18.5471	18.5052	18.6448			4	4	1.31033	0.22916	-0.978673	-2.46268
NDUFB3	18.4086	18.7313	18.5712	18.563	18.3219	18.4858	18.5291	18.542			4	4	0.553607	0.541418	0.0988231	1.18859
NDUFA2	19.2763	18.8381	19.0638	18.4312	19.1543	18.7536	19.0645	19.0109			4	4	0.182479	0.839963	-0.0934839	-0.467065
LDB2	13.9502	15.1451	15.1959	14.579	15.6076	16.3287	14.9018	15.8588			4	4	1.21166	0.252928	-0.956666	-2.29615
LDB1	13.9502	15.1451	15.1959	14.579	15.6076	16.3287	14.9018	15.8588			4	4	1.21166	0.252928	-0.956666	-2.29615
ASNA1	19.5009	19.3763	19.4002	19.1615	19.3386	19.4227	19.3732	19.2245			4	4	0.0873907	0.919384	0.0199575	0.240798
BUB1	14.6294	14.8659	14.703	14.9645	14.4935	14.5171	14.4956	14.3498			4	4	2.06272	0.122388	0.326716	3.83038
BUB3	20.478	20.6456	20.5111	20.641	20.5269	20.5452	20.5483	20.5069			4	4	0.359736	0.682155	0.0370698	0.832921
PPAP2C	16.3226	15.9543	15.9093	16.5768	16.4214	16.7332	16.3932	16.9188			4	4	1.0932	0.289808	-0.425894	-2.09812
ACTN4	23.4124	23.5269	23.4741	23.5336	23.4137	23.457	23.4477	23.4803			4	4	0.55041	0.544472	0.0370564	1.18295
GSTZ1	17.6381	17.359	17.1872	17.3009	17.9983	17.4451	17.3726	17.2638			4	4	0.334255	0.70138	-0.148636	-0.783419
