#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI5Z_2h.txt#:type=:list
#Associated Gene Name	XPI5Z_2h_Rep1	XPI5Z_2h_Rep2	XPI5Z_2h_Rep3	XPI5Z_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PI5Z_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPI5Z_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PI5Z_2h_DMSO_2h	N: Student's T-test q-value PI5Z_2h_DMSO_2h	N: Student's T-test Difference PI5Z_2h_DMSO_2h	N: Student's T-test Test statistic PI5Z_2h_DMSO_2h
FAM98A	19.3016	19.2325	19.2114	19.2461	19.2331	19.1827	19.3256	19.186			4	4	0.160432	0.855036	0.0160437	0.417063
ZNF784	19.813	20.3378	20.0541	19.9324	19.9665	20.0505	20.0316	19.953			4	4	0.109138	0.900535	0.0339522	0.2952
PLA2G15	20.7226	20.385	20.325	20.4103	20.6207	20.5539	20.4109	20.3703			4	4	0.0966497	0.911412	-0.0282264	-0.264182
MTMR14	15.7681	15.6032	15.4049	15.3788	15.8206	15.2619	15.5919	14.9594			4	4	0.254222	0.774276	0.130314	0.621874
NFATC2IP	17.0877	17.1063	17.0937	17.1227	17.4383	17.4357	17.2941	17.0364			4	4	1.09123	0.290431	-0.198537	-2.09485
DAGLB	16.2774	16.3658	16.5384	16.4092	16.6132	16.4073	16.4248	16.4447			4	4	0.4685	0.599735	-0.0747833	-1.03629
CHST14	16.0627	16.0124	15.7625	16.143	16.3865	16.213	16.0829	16.4782			4	4	1.301	0.230621	-0.294991	-2.44687
GALNT6	15.4077	15.5435	15.29	15.4551	15.4312	15.5651	15.3197	15.6522			4	4	0.31881	0.713032	-0.0680022	-0.752997
PDPR	16.8421	16.67	16.6345	16.6041	16.4852	16.5023	16.5697	16.5933			4	4	1.35196	0.220286	0.150062	2.53353
APOA1BP	20.1262	19.8051	19.8475	19.5925	19.9044	19.6635	19.744	19.8394			4	4	0.175459	0.843633	0.0549684	0.451284
SMG8	16.5	16.266	16.28	16.3051	16.2541	15.875	16.159	16.2893			4	4	0.902032	0.358869	0.193461	1.78041
RNF214	15.5566	15.9585	16.1041	16.0305	15.6405	15.9874	15.9275	16.0105			4	4	0.0492269	0.954901	0.0209646	0.140532
PPFIBP2	14.8111	14.9143	15.322	14.8499	14.5235	14.8635	15.2886	15.6021			4	4	0.135803	0.876065	-0.0950706	-0.35959
LSM14A	17.9933	18.4911	18.5895	18.6404	18.4349	18.5067	18.6365	18.8591			4	4	0.465877	0.601938	-0.18069	-1.03151
CCNY	15.6314	16.3157	16.1086	15.4361	15.6178	16.0812	16.1308	16.0343			4	4	0.150743	0.863825	-0.0930486	-0.394668
ZNF280C	14.2113	14.5504	14.4809	14.8607	14.2365	14.5378	14.3446	14.6639			4	4	0.191773	0.830351	0.0801234	0.487769
PNMA1	13.2731	14.4674	14.1339	14.7776	16.399	15.9767	14.0807	15.1976			4	4	1.07701	0.295332	-1.25054	-2.07118
MROH1	15.4203	15.2148	14.8364	15.4451	16.0423	15.5169	15.1653	15.329			4	4	0.560384	0.535556	-0.28423	-1.20052
MAPK1IP1L	20.8024	20.0453	20.8567	20.8401	20.4272	19.0057	20.5918	20.1302			4	4	0.713008	0.450956	0.59741	1.46359
C1orf131	18.7269	19.3077	19.0265	19.3102	19.2744	18.6918	18.0108	19.2093			4	4	0.402708	0.650971	0.29625	0.914676
PAPD5	14.4652	15.355	15.0509	15.5039	15.116	15.7807	15.1192	15.3489			4	4	0.389938	0.659778	-0.247477	-0.890593
NPEPL1	16.3123	15.9943	16.0785	15.8148	15.9869	15.7524	15.8362	15.7663			4	4	0.939377	0.34304	0.214505	1.84249
EHBP1	16.1614	16.2863	16.1333	16.4652	16.232	16.2788	16.3077	16.3179			4	4	0.106745	0.902977	-0.0225682	-0.289301
RBM15B	16.9327	17.1273	16.9036	16.9139	16.7053	16.7858	17.1566	17.0772			4	4	0.116474	0.895643	0.0381384	0.313158
ST6GALNAC3	13.5817	15.0369	15.256	14.6209	13.3319	14.3179	14.9602	15.6189			4	4	0.0376656	0.964773	0.0666459	0.108777
TNRC6A	12.1231	12.6114	13.184	13.3102	12.5941	12.1749	13.8521	13.9755			4	2	0.26716	0.761248	-0.342004	-0.648692
PHC3	14.5654	15.2417	15.341	15.5759	15.261	15.5188	15.5202	15.4547			4	4	0.528293	0.55619	-0.257686	-1.14379
C3orf58	14.6652	14.7916	14.5599	14.3364	14.8718	14.6493	14.1726	14.11			4	4	0.272089	0.756841	0.137368	0.658833
CNNM3	15.6493	15.5381	15.434	15.1658	15.481	15.2356	15.1818	15.4392			4	4	0.386513	0.661381	0.11242	0.884104
CHDH	16.1477	16.2503	16.0853	15.8402	15.9171	16.1725	15.4907	16.0329			4	4	0.469757	0.59833	0.177571	1.03857
ABCF1	19.7529	19.7319	19.8365	19.914	19.8454	19.964	19.8945	19.8354			4	4	0.728606	0.441344	-0.0760231	-1.49
MCU	17.9225	17.7196	17.7406	17.7373	18.0888	17.7816	17.7664	17.7066			4	4	0.228879	0.796592	-0.0558357	-0.568434
PIK3C3	16.1163	15.8333	15.6256	15.8072	15.8022	15.9912	15.7986	16.0418			4	4	0.209249	0.815278	-0.0628619	-0.526142
GSTCD	15.2387	15.3038	15.3521	15.1964	15.2426	15.37	15.1209	15.0643			4	4	0.428374	0.633863	0.0733199	0.962585
SRFBP1	13.3902	14.2142	14.5674	14.4715	13.7926	13.9179	13.9839	13.8033			4	4	0.478812	0.592113	0.286378	1.05501
NGDN	17.5845	17.7079	17.8942	17.8163	17.5544	17.6961	17.6301	17.7506			4	4	0.54229	0.548793	0.0929332	1.16861
SHCBP1	15.4479	15.1852	14.8927	15.7858	16.821	16.7929	15.7142	15.9455			4	4	1.55399	0.183974	-0.990471	-2.88359
SUPT20H	15.0199	15.0184	14.6875	15.2964	15.5767	16.0785	14.4515	15.2197			4	4	0.392476	0.658061	-0.326038	-0.895393
PDZD8	15.5953	15.604	15.6019	14.9171	14.7383	14.8471	15.2938	15.0648			4	4	1.09855	0.289857	0.443577	2.10704
SLC30A7	17.2904	17.2939	17.0957	17.2299	16.8828	17.0022	16.9303	17.144			4	4	1.75087	0.154327	0.237649	3.23729
PPHLN1	15.5896	15.6653	16.128	16.2455	15.4075	16.0459	16.1758	16.2032			4	4	0.0735802	0.933557	-0.0510013	-0.205267
VPS37A	16.8623	15.7849	15.8098	16.5396	16.4087	16.4272	16.3024	16.6615			4	4	0.301378	0.727455	-0.200768	-0.718256
FBXO22	18.1578	18.2974	18.3261	18.2558	18.2151	18.4136	18.424	18.4873			4	4	0.919859	0.349454	-0.125737	-1.81006
LPCAT1	17.849	17.6425	17.6992	17.6565	17.9485	17.661	17.6364	17.5495			4	4	0.0458556	0.957654	0.012958	0.131344
DOCK8	15.7553	15.5529	16.4032	16.08	16.9805	17.4418	15.3556	14.8536			3	4	0.120357	0.891537	-0.210049	-0.322586
ZMIZ2	15.6849	15.8702	15.6232	15.9821	15.964	16.0996	15.9222	15.7292			4	4	0.577228	0.525637	-0.138666	-1.23006
USP32	13.5036	13.4192	13.4224	12.5463	14.2312	13.7021	13.8308	13.6655			4	4	1.29277	0.232997	-0.634528	-2.43292
TMEM185A	14.4318	14.0911	14.2185	14.4876	14.6906	14.2012	14.2988	14.9087			4	4	0.529078	0.555772	-0.2176	-1.14519
TMEM185B	14.4318	14.0911	14.2185	14.4876	14.6906	14.2012	14.2988	14.9087			4	4	0.529078	0.555772	-0.2176	-1.14519
BOD1L1	15.2529	15.5004	15.3663	15.4153	15.0925	15.0684	15.2678	15.2797			4	4	1.45458	0.199762	0.206641	2.70994
ARID1B	14.7121	15.1136	15.1254	15.1796	15.0234	15.1937	15.1907	15.2245			4	4	0.487796	0.583846	-0.125376	-1.07126
FLAD1	16.4211	16.5046	16.4009	16.721	17.1945	16.8641	16.5863	16.7336			4	4	1.17464	0.261342	-0.332722	-2.23407
FLCN	15.2509	13.8188	15.2472	15.0696	15.0362	15.2211	15.3765	14.9799			4	4	0.373731	0.671789	-0.306822	-0.859774
NUP43	18.7679	18.6158	18.5999	18.6557	18.6867	18.4964	18.4986	18.4439			4	4	1.01276	0.313638	0.128441	1.96438
NUP37	17.864	18.0284	17.9984	17.9922	17.9499	18.0993	18.0265	18.0139			4	4	0.495669	0.578291	-0.0516658	-1.08545
NUP35	18.3925	18.3517	18.3917	18.3921	18.3305	18.1584	18.2884	18.3184			4	4	1.4197	0.20676	0.108056	2.64967
GPRC5A	19.2873	19.1626	19.3734	19.4891	19.1327	19.2589	19.3095	19.215			4	4	0.595862	0.514365	0.09905	1.26257
TOR1AIP2	16.7362	17.0385	16.9399	17.1194	16.6576	16.8126	16.9284	16.8423			4	4	0.723329	0.445674	0.148321	1.48107
IL17RE	18.1665	17.817	18.2201	18.0419	17.8937	18.144	17.9813	18.5798			4	4	0.197047	0.826843	-0.0883164	-0.499424
TSTD1	18.5042	17.9837	18.0521	18.0804	17.9948	17.8363	18.0648	18.2211			4	4	0.385997	0.661527	0.125895	0.883126
ABHD11	18.9375	18.8593	18.686	18.6485	19.0523	18.6328	18.729	18.6614			4	4	0.0407661	0.961526	0.0139346	0.117362
CMAS	17.8717	17.8561	17.992	17.8372	17.8522	17.8198	18.0056	18.0221			4	4	0.229874	0.795916	-0.0356851	-0.570556
STXBP6	15.4887	16.1844	16.3768	16.469	15.3985	16.2456	16.5898	16.2875			4	4	0.000562374	0.999283	-0.000572205	-0.00169058
CADM4	13.7135	14.9432	14.5938	15.1146	14.65	14.8084	14.4506	14.8633			4	4	0.116327	0.895766	-0.101811	-0.312798
TSPAN14	15.9335	16.2887	16.1486	16.0933	16.1428	16.1556	16.3623	16.5102			4	4	0.757675	0.425606	-0.176668	-1.53906
OR4C15	17.004	19.4092	18.3943	19.7135	19.0817	19.8862	20.0734	20.5237			4	4	0.944481	0.340668	-1.26095	-1.85097
SVIP	15.8282	15.7982	16.28	16.3462	15.7983	16.5542	16.7329	16.2881			4	4	0.515843	0.565939	-0.280196	-1.12161
ZNRF2	20.0131	19.0136	20.4146	19.8179	18.9393	19.7498	19.6034	18.0564			4	4	0.73327	0.43842	0.727543	1.49789
ATL2	18.1602	18.2241	18.2415	18.3305	18.3929	18.3873	18.3189	18.3008			4	4	1.40466	0.208389	-0.110896	-2.62378
MOSPD2	16.32	16.4594	16.7124	16.6721	16.5843	16.6887	16.7249	16.7761			4	4	0.742586	0.432615	-0.152519	-1.51362
PLBD2	17.8979	17.9255	17.9653	17.8502	17.9155	17.9258	18.0023	18.0152			4	4	0.769979	0.420693	-0.0550113	-1.55977
DDX55	15.4463	15.5373	15.6335	15.6442	16.4563	16.2822	15.8464	15.691			4	4	1.45612	0.199734	-0.503654	-2.71261
TDRD7	16.7004	16.6883	16.8232	16.6659	16.5056	16.5533	16.687	16.8386			4	4	0.387977	0.661607	0.0733323	0.886878
NEDD1	16.4538	16.7704	16.6163	16.7963	16.7116	16.7173	16.9524	16.4036			4	4	0.0986312	0.910432	-0.0370274	-0.269143
NCOA7	15.4782	15.0827	15.5588	15.0056	14.4637	12.6699	15.5901	15.9633			4	4	0.347973	0.690823	0.609572	0.810171
MCFD2	17.0903	17.4404	17.6159	17.3643	17.1922	17.3281	17.4098	17.6788			4	4	0.0577714	0.946793	-0.0245185	-0.163564
THOC2	18.3448	18.249	18.4085	18.2914	18.4808	18.4157	18.496	18.2553			4	4	0.654202	0.487149	-0.0885539	-1.36333
INADL	14.9917	15.0297	14.8342	15.1711	15.334	15.2686	15.0521	15.3766			4	4	1.33982	0.221641	-0.251122	-2.51283
WDR36	18.53	18.3122	18.4038	18.4219	18.4518	18.3281	18.3754	18.3223			4	4	0.386733	0.661284	0.0475769	0.884521
ADCK3	16.8167	16.4666	16.7363	16.3881	16.671	16.5019	16.6354	16.7784			4	4	0.144037	0.868854	-0.0447488	-0.379006
KIF18A	12.2755	12.7815	11.9467	12.9895	14.3047	13.686	11.3655	12.9034			4	3	0.361338	0.680975	-0.566619	-0.836009
RP9	15.9394	16.0008	15.8831	15.8335	15.9352	15.6659	15.6693	15.3773			4	4	1.10092	0.289376	0.252265	2.11099
GRPEL2	13.572	15.172	15.5075	15.3296	14.9693	15.1742	15.662	15.7771			4	4	0.464389	0.603157	-0.50036	-1.0288
VANGL1	15.8572	16.0186	15.6396	16.1844	15.8283	15.955	15.5811	15.9067			4	4	0.317303	0.714285	0.107157	0.750011
SNIP1	15.4449	15.7885	15.7109	15.2296	15.4733	15.8644	15.6765	14.9173			4	4	0.0914146	0.916331	0.0605922	0.251002
GADD45GIP1	17.3064	17.3096	17.3967	17.3068	17.2845	17.2429	17.3472	17.4307			4	4	0.0259452	0.976832	0.00353003	0.0758446
WDR48	17.5053	17.4806	17.6281	17.6183	17.3999	17.5319	17.7618	17.3945			4	4	0.146029	0.867562	0.0360727	0.383673
EXOC6	16.81	16.6838	16.6857	16.7009	16.7606	16.3859	16.6288	16.4545			4	4	0.917198	0.350772	0.162622	1.80563
CEP76	16.2442	16.2707	16.204	16.3115	16.0831	16.1251	15.9937	15.9701			4	4	2.60482	0.105976	0.214603	4.98706
MPLKIP	14.4353	14.5279	14.6944	14.883	14.0606	14.4149	14.2588	14.8605			3	4	0.561512	0.535495	0.236413	1.2025
SMARCC2	16.4382	16.4263	16.4069	16.3251	16.262	16.1939	16.2396	16.4073			4	4	1.23936	0.246509	0.123447	2.34273
NPLOC4	18.1024	18.453	18.3853	18.3873	18.6787	18.6187	18.5395	18.5685			4	4	1.73658	0.156035	-0.269351	-3.21113
SPATA20	17.556	15.7445	16.5664	15.8511	17.6584	17.6936	17.4803	17.4131			4	4	1.43491	0.205246	-1.13182	-2.67591
GDAP1	16.0379	16.251	16.285	16.4217	16.3502	16.3782	16.3285	16.3779			4	4	0.656326	0.486536	-0.109787	-1.36697
NUBPL	16.2592	14.8406	15.1834	16.2853	16.9047	17.1586	16.3576	16.0321			4	4	1.12839	0.278867	-0.971103	-2.15678
ABHD4	17.308	17.4431	17.1293	16.7411	17.4171	17.6157	17.7725	17.8644			4	4	1.52208	0.188724	-0.512063	-2.82753
FBXO30	16.3044	16.5755	16.6975	16.4078	16.317	16.4665	16.5809	16.5419			4	4	0.066904	0.939717	0.0197043	0.187795
SLC35B2	17.9556	17.8198	17.7577	17.785	17.5466	17.5329	17.2679	17.5883			4	4	2.17602	0.12	0.345572	4.0577
PUM2	16.026	15.7127	15.9645	16.1555	16.0482	15.7878	15.8816	16.2374			4	4	0.0629489	0.942423	-0.0240598	-0.177349
ITFG1	16.51	16.456	16.4385	16.3055	16.5619	16.4108	16.394	16.3342			4	4	0.0118129	0.990274	0.00228119	0.0350637
GOLGA5	17.3455	17.2205	17.1585	17.2039	17.1447	17.1123	17.1334	17.1028			4	4	1.41659	0.207075	0.108768	2.64432
KLHDC4	14.3942	14.6674	14.36	14.2112	14.6011	14.8947	14.5588	13.6368			4	4	0.0172181	0.984141	-0.0146608	-0.0508057
SHKBP1	17.2195	17.0053	16.9322	17.1495	17.0544	16.9622	17.0973	16.9249			4	4	0.379857	0.665756	0.0669169	0.871457
UBA3	18.1218	18.2912	18.1983	18.124	18.5598	18.4733	18.2752	18.3178			4	4	1.54682	0.184769	-0.222741	-2.87097
NANP	13.0971	14.102	14.366	14.3383	15.4305	15.9119	15.0609	15.1569			4	4	2.14206	0.11775	-1.4142	-3.98884
FAM213B	15.3488	14.8183	15.5822	15.9529	15.8903	15.9641	16.0707	16.3255			4	4	1.32627	0.227183	-0.63712	-2.48977
ZCRB1	14.2129	14.3106	14.5722	14.6096	13.6988	14.5536	14.4322	13.6762			4	4	0.632893	0.496645	0.336094	1.3267
SYNPR	14.9074	15.4372	15.0768	15.4408	15.2001	13.8116	14.1881	14.671			4	3	1.19712	0.25534	0.747843	2.27175
ZCCHC10	15.2569	15.8039	15.6077	15.3877	15.5184	15.3421	15.7359	15.6346			4	4	0.109613	0.900604	-0.0436723	-0.296369
DNAJB14	15.8892	16.1213	15.8217	16.2667	16.6919	16.8249	16.2013	16.3222			4	4	1.44374	0.202162	-0.485358	-2.69118
SLC25A40	15.7288	15.5198	15.9613	16.1189	16.4408	16.1894	16.3071	15.6243			4	4	0.667056	0.479251	-0.308209	-1.38534
TMEM167A	17.7422	17.0255	17.3327	17.3529	18.8962	17.9431	17.6369	16.7347			4	4	0.414333	0.642521	-0.43941	-0.936455
PIP4K2C	17.622	17.8167	17.7893	17.8586	17.7184	17.9273	17.8958	17.8704			4	4	0.542524	0.548819	-0.0813375	-1.16902
WDR20	13.4984	14.0341	14.1672	13.9323	13.3544	14.1615	13.9928	14.2094			4	4	0.0302047	0.972725	-0.021507	-0.0879026
TBC1D15	17.2591	17.0665	17.1358	16.9722	17.3205	17.0889	17.0606	16.9286			4	4	0.0296801	0.97323	0.00876474	0.0864231
RDH11	18.2395	18.417	18.2677	18.3845	18.3377	18.5292	18.4856	18.4884			4	4	1.15573	0.267706	-0.133042	-2.20244
POC1B	18.6722	18.3349	18.1883	18.276	18.9753	18.3962	18.4429	18.2707			4	4	0.350582	0.688512	-0.153451	-0.815232
LRRC20	16.687	16.1912	15.7809	15.6346	15.8876	15.941	15.5362	14.9976			4	4	0.737788	0.434741	0.48279	1.50552
MRPL30	15.6429	15.8076	15.7736	16.1385	15.4142	16.3129	15.7264	15.8435			4	4	0.026185	0.977031	0.0163867	0.0765261
NT5C	16.9437	17.0452	17.1965	17.2398	17.4117	16.9774	17.2708	17.1743			4	4	0.393362	0.657478	-0.102242	-0.897067
ZFAND1	15.1963	15.0579	14.6199	14.1527	15.9916	15.852	14.8741	12.7154			4	4	0.0447228	0.958086	-0.1016	-0.128244
KIAA1524	16.4559	17.0802	16.661	17.04	16.7904	16.8835	16.6142	16.6876			4	4	0.15447	0.860641	0.0653567	0.403313
STT3B	19.8506	20.1958	20.4064	20.0833	20.3095	20.3961	20.383	20.3506			4	4	0.988011	0.324123	-0.225769	-1.92327
PNPT1	19.0459	18.9278	18.8266	18.825	18.8835	18.7915	18.7774	18.8004			4	4	0.804223	0.405646	0.0930972	1.61723
SPPL2A	16.5912	16.3333	16.3939	16.0186	17.4398	18.0507	16.6307	16.7117			4	4	1.30968	0.229715	-0.873958	-2.46158
HM13	21.2434	21.3679	21.4302	21.3803	21.3637	21.5306	21.3309	21.3948			4	4	0.362687	0.679756	-0.0495996	-0.838604
URGCP	15.9627	15.6997	15.7295	15.7815	15.9045	15.9881	15.8275	15.6593			4	4	0.226114	0.798614	-0.0514688	-0.562524
BICD2	13.6219	13.1947	13.7568	13.806	13.4176	14.2111	14.3973	14.7226			3	4	0.97933	0.32754	-0.592273	-1.90885
NEK9	17.5125	17.4431	17.3863	17.2476	17.1912	17.3111	17.3372	17.2464			4	4	0.994709	0.321633	0.125922	1.93439
GPT2	16.5797	16.4104	16.8622	16.3636	16.2815	16.3971	16.9438	16.9524			4	4	0.164699	0.851788	-0.0896978	-0.426843
TRPM4	17.0523	16.775	16.7908	16.5641	16.9054	16.4546	16.7292	16.6407			4	4	0.35557	0.684745	0.113074	0.824885
PLEKHO2	14.7982	14.4526	14.82	15.508	15.9339	16.0827	15.6334	15.8867			4	3	2.20774	0.119143	-0.98948	-4.1226
DTX3L	17.5369	17.4776	17.422	17.3901	17.7218	17.6228	17.4229	17.22			4	4	0.130367	0.879944	-0.0401649	-0.346655
DDX54	19.1504	19.0485	18.9005	19.0414	18.9595	18.9998	18.9295	18.8908			4	4	0.796653	0.409543	0.090301	1.60455
BLOC1S5	14.8515	15.2817	15.062	15.1432	14.668	14.7125	14.7994	15.3499			4	4	0.509733	0.5702	0.202111	1.11069
BRIX1	18.7765	18.9325	18.8987	18.9937	19.1644	19.0305	19.085	18.9203			4	4	1.14169	0.273463	-0.149683	-2.17898
RNASEH2C	17.5267	17.8589	17.7536	17.7518	17.7228	17.7386	17.6538	17.5638			4	4	0.271939	0.756798	0.0530171	0.658525
GNPDA2	15.5887	15.3442	15.3331	15.6201	16.1317	16.1175	15.4712	15.1137			4	4	0.396229	0.655589	-0.23701	-0.902478
FAT3	16.8499	16.8697	16.8478	17.0985	16.6565	16.7037	16.9428	16.9676			4	4	0.438768	0.624636	0.0988317	0.981809
NEK7	17.6248	17.4478	17.478	17.6445	17.3631	17.4593	17.4098	17.2549			4	4	1.42787	0.205282	0.177033	2.66375
MICAL1	15.1128	15.2827	15.1949	15.5438	15.2574	14.8386	15.3132	15.4484			4	4	0.165544	0.851445	0.0691702	0.428773
PANK1	15.2673	14.8731	15.0078	15.2554	17.3976	16.3543	15.1935	15.0298			4	4	0.788182	0.412685	-0.8929	-1.59034
EPS8L3	17.9606	17.8588	18.0547	17.8996	18.0782	17.9149	18.0772	18.0644			4	4	0.764204	0.423081	-0.0902767	-1.55005
EPS8L1	18.0115	18.0502	18.0674	18.0912	17.9086	17.9935	18.0069	17.8415			4	4	1.49534	0.191258	0.117418	2.78078
SSH3	16.1979	15.823	16.2248	16.2119	16.3483	16.256	16.2799	16.3773			4	4	1.0239	0.308732	-0.200998	-1.98289
DTD1	17.5433	17.5338	17.7112	17.8716	17.4887	17.5464	17.7295	17.5874			4	4	0.347932	0.69078	0.0770035	0.810091
DCAF11	15.4849	15.4292	15.4109	15.0303	15.273	15.2816	15.278	15.0842			4	4	0.424703	0.635615	0.10965	0.955771
UTP15	17.7274	17.583	17.782	17.7905	17.7525	17.7094	17.762	17.7351			4	4	0.146956	0.867738	-0.0190415	-0.38584
GPX8	17.7603	17.8816	18.0536	17.6797	17.599	17.7006	17.9914	17.8993			4	4	0.145223	0.867769	0.0462475	0.381785
TRPC4AP	15.0948	14.6576	14.5259	14.5195	14.5977	14.1529	13.909	12.3317			3	4	0.950434	0.336341	0.951631	1.86086
GEMIN5	18.5231	18.6681	18.6289	18.7691	18.4722	18.6134	18.5619	18.5784			4	4	0.756693	0.426495	0.0908222	1.53741
PIGO	16.9782	16.3717	16.2821	16.2296	16.8813	16.2943	16.4081	16.2279			4	4	0.0185864	0.983332	0.0124702	0.0547618
PARD3	15.0062	15.0302	15.2886	15.3356	14.8327	15.2148	14.8796	14.6829			4	4	0.9509	0.336358	0.262661	1.86164
IPO4	19.3797	19.4978	19.4223	19.345	19.6166	19.5932	19.4821	19.5097			4	4	1.62934	0.172856	-0.13917	-3.01733
USP33	14.924	15.3229	14.9613	15.2514	15.1396	14.9921	14.9444	14.4857			4	4	0.613896	0.507232	0.224438	1.29388
PPP4R1	17.159	17.4354	17.2983	17.339	17.4841	17.6316	17.4223	17.4607			4	4	1.39817	0.208786	-0.191755	-2.61264
UBASH3B	17.5945	18.2921	17.8902	18.0228	19.0886	19.0417	18.4057	18.3413			4	4	1.68152	0.165644	-0.769376	-3.11108
ZNF384	15.8284	15.8141	15.4727	15.8737	15.175	15.2004	15.3205	15.3285			4	4	2.55862	0.104383	0.491125	4.88115
SHROOM3	13.3261	13.9547	13.6896	14.2526	13.1569	13.3499	13.5331	13.0538			4	4	1.26127	0.24053	0.532335	2.37965
WIPF2	17.5245	17.659	17.5353	17.6254	17.3222	17.3932	17.4077	17.4827			4	4	2.12201	0.117744	0.184611	3.94848
ABHD5	16.3064	16.0324	16.099	16.0506	16.0712	15.5538	16.0241	15.5675			4	4	1.06985	0.296737	0.31791	2.05927
SETD7	16.5119	16.9132	17.0385	16.7719	16.8042	17.1454	17.0357	17.1535			4	4	0.807059	0.403319	-0.225846	-1.62198
NOC3L	18.4419	18.4907	18.5453	18.4757	18.4315	18.4344	18.4353	18.3675			4	4	1.40279	0.208446	0.0711875	2.62058
SCARB1	16.8462	16.8037	16.9693	17.0781	16.6637	16.6179	16.726	16.7991			4	4	1.63527	0.174249	0.222617	3.02792
COG1	17.4462	17.2241	17.2839	17.0642	17.4487	17.1745	17.3871	17.0982			4	4	0.069958	0.936933	-0.0225248	-0.195812
PYROXD1	15.8391	15.6379	16.1123	16.1159	16.9201	17.2676	17.4398	15.8669			4	4	1.36303	0.218099	-0.947277	-2.55244
FRS2	12.3172	12.5363	12.1679	12.2722	12.3128	12.2044	11.6741	12.2459			3	4	0.611443	0.507714	0.214076	1.28963
SCFD2	16.4768	16.2551	16.4488	16.2316	16.7186	16.6008	16.3684	16.1895			4	4	0.376345	0.668577	-0.116229	-0.864765
ZC3H15	18.0709	18.0049	17.9362	17.9002	18.49	18.7835	18.2007	18.6343			4	4	2.2592	0.119653	-0.549072	-4.2291
PPIL4	16.2299	16.749	17.0374	17.0155	16.8359	17.3476	17.3036	17.5453			4	4	1.08204	0.294203	-0.500136	-2.07954
GTF3C2	16.7409	16.9777	16.8661	17.0061	16.6158	16.7708	16.9449	17.0251			4	4	0.213083	0.811316	0.0585613	0.534468
TBC1D22A	15.1898	15.2529	15.0545	15.0329	15.0848	14.9425	14.8099	15.0466			4	4	1.02738	0.309265	0.161561	1.98866
RAB2B	16.139	15.7556	15.604	15.7705	15.9403	15.28	15.7565	15.6777			4	4	0.37124	0.672955	0.153654	0.855012
CCDC12	17.6154	17.5275	17.6651	17.5546	17.428	17.6635	17.5849	17.6007			4	4	0.13735	0.874139	0.0213599	0.363253
PPP1R13L	19.3074	19.2131	19.151	19.1481	19.0524	19.0262	19.132	19.1872			4	4	1.03983	0.306001	0.105447	2.00935
CHURC1	16.6345	16.7986	16.6203	16.6129	16.7456	16.5339	16.6098	16.5276			4	4	0.409246	0.646013	0.0623507	0.926942
C12orf23	16.8369	16.3626	16.3347	16.4336	16.3813	15.5991	16.2735	16.773			4	4	0.378708	0.666952	0.235205	0.869268
HDAC7	14.9224	15.0892	15.3181	15.9828	16.9608	16.7185	15.9399	15.9907			4	4	1.67276	0.168855	-1.07434	-3.09528
STYX	12.4121	14.6047	14.4221	15.465	16.2037	16.5254	15.6461	15.0357			4	4	1.18196	0.257924	-1.62676	-2.24634
PTPMT1	14.5906	14.266	13.5502	14.0055	13.3682	13.2507	13.5544	14.2022			4	4	0.833948	0.389385	0.509187	1.66695
NUP133	18.1763	18.2247	18.1908	18.1093	18.1783	18.0889	18.1533	17.9714			4	4	0.723874	0.445877	0.0773034	1.482
PDCD6IP	19.8363	19.8167	19.7638	19.8134	19.7383	19.7623	19.7053	19.7407			4	4	1.97165	0.130387	0.0708933	3.6525
FBLIM1	16.7165	16.8957	16.821	17.0849	16.6022	16.8361	16.7878	16.8855			4	4	0.461566	0.606093	0.101676	1.02365
CACTIN	15.1004	15.1802	15.2911	15.1879	14.8763	15.0895	15.2514	15.4167			4	4	0.0942509	0.914195	0.0314434	0.258156
GATAD1	15.7403	15.0966	15.1383	15.1704	14.7432	14.6079	14.8084	15.0594			4	4	1.44291	0.202504	0.48167	2.68974
BRK1	17.436	16.7154	17.1318	17.1305	18.1979	17.1205	17.5008	17.9059			4	4	1.0816	0.294097	-0.577833	-2.07881
CHMP7	16.2303	16.2248	16.156	16.239	17.7851	17.2374	16.8312	16.378			4	4	1.51735	0.189468	-0.845379	-2.81925
THEM6	18.8791	18.68	18.5004	18.3662	18.5851	18.8234	18.4937	18.4367			4	4	0.05441	0.948904	0.0216665	0.154546
NAT14	18.4795	17.7967	17.9101	17.5754	18.6613	18.2109	18.2249	17.9845			4	4	0.664202	0.480437	-0.329962	-1.38046
BCL7C	17.2588	17.1669	17.1835	17.2747	17.3509	17.2862	17.3292	17.5725			4	4	1.2489	0.244816	-0.16376	-2.35879
NSMCE1	16.1121	16.8218	17.0243	16.5495	16.7113	16.7178	16.8592	17.0223			4	4	0.423687	0.636195	-0.20073	-0.953883
MITD1	21.0357	20.6404	20.5618	17.9127	20.4883	20.6303	21.0634	18.3246			4	4	0.0325173	0.970341	-0.0889735	-0.0944058
