#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PD_2h.txt#:type=:list
#Associated Gene Name	XPD_2h_Rep1	XPD_2h_Rep2	XPD_2h_Rep3	XPD_2h_Rep4	XDMSO_2h_Rep1_1	XDMSO_2h_Rep2_1	XDMSO_2h_Rep3_1	XDMSO_2h_Rep4_1	C: Student's T-test Significant PD_2h_DMSO_2h	C: Student's T-test significant	N: Valid values XPD_2h	N: Valid values XDMSO_2h	N: -Log Student's T-test p-value PD_2h_DMSO_2h	N: Student's T-test q-value PD_2h_DMSO_2h	N: Student's T-test Difference PD_2h_DMSO_2h	N: Student's T-test Test statistic PD_2h_DMSO_2h
TOMM20	17.6845	17.0065	17.0932	17.4204	17.6938	18.04	17.5834	18.3523			4	4	1.41049	0.521434	-0.616225	-2.63381
MTFR1	14.1601	13.9325	13.9288	14.3171	13.8515	14.0839	14.2538	14.5212			3	4	0.219118	0.967821	-0.0929859	-0.547507
DHCR24	19.3568	19.131	19.2272	19.2364	19.3709	19.3072	19.2723	19.3389			4	4	0.830168	0.738729	-0.0844555	-1.66063
SF3B3	20.0579	20.115	20.0721	20.0783	20.058	20.0868	20.0849	20.064			4	4	0.207416	0.966724	0.00740194	0.522149
KIAA0020	19.3699	19.518	19.5718	19.558	19.5635	19.5621	19.5178	19.5158			4	4	0.30958	0.944176	-0.0353799	-0.734658
DLGAP5	17.8854	17.7553	17.5251	17.9147	17.8389	17.7533	17.6367	17.5216			4	4	0.308983	0.943758	0.0825024	0.733468
RSU1	20.2926	20.2116	20.1974	20.2192	20.3916	20.2773	20.1054	20.1557			4	4	0.011446	0.997813	-0.00229692	-0.0339885
CNN3	20.6512	20.7132	20.5407	20.6503	20.5845	20.7344	20.5215	20.6509			4	4	0.10139	0.988216	0.0160184	0.276025
RPS6KA1	17.5487	17.3955	17.3942	17.4002	17.3791	17.5236	17.4312	17.467			4	4	0.119103	0.987916	-0.015553	-0.319546
SAFB	19.2171	19.3016	19.1838	19.1921	19.0798	19.1365	19.2463	19.5376			4	4	0.0911259	0.988537	-0.0263767	-0.250272
SF3B4	18.7337	18.1215	18.4703	18.263	18.7664	19.2132	18.699	18.3642			4	4	0.827355	0.740748	-0.363575	-1.65593
SF3A2	18.5932	18.399	18.3234	18.2971	18.5296	18.3937	18.382	18.4239			4	4	0.148341	0.98021	-0.029139	-0.389072
RBMS2	18.9005	19.0197	18.8892	19.0728	18.7544	18.8602	18.9855	19.0713			4	4	0.260578	0.957769	0.0526762	0.635086
PPP1R7	18.7184	18.7591	18.7519	18.7327	18.7084	18.5957	18.8116	18.6795			4	4	0.404059	0.928326	0.0417256	0.917214
SEC23A	18.6182	18.6966	18.823	18.7841	18.9629	18.8346	18.7587	18.8403			4	4	0.976276	0.673089	-0.118643	-1.90378
SEC23B	18.691	18.6601	18.5182	18.5779	18.6383	18.5565	18.5834	18.56			4	4	0.255775	0.958953	0.0272479	0.625108
SF3A1	19.5981	19.5351	19.5625	19.5902	19.5916	19.5242	19.5271	19.5119			4	4	0.692359	0.802268	0.0327711	1.42851
SHB	13.9039	13.9098	13.5328	13.4948	13.4294	13.2436	13.2732	13.3955			3	4	1.65386	0.451981	0.374899	3.06125
SKIV2L	17.3137	17.3916	17.44	17.4254	17.4376	17.5106	17.4678	17.3039			4	4	0.295787	0.945866	-0.0373154	-0.707018
SURF1	17.9428	17.6167	17.5368	17.5872	18.0839	17.9056	17.6858	17.8784			4	4	0.895001	0.713845	-0.217543	-1.76872
SURF2	16.0314	16.6255	16.5924	16.7528	16.1969	16.6476	16.6436	16.6525			4	4	0.062715	0.991415	-0.0346141	-0.176729
MED22	14.4113	15.4804	15.5219	15.3788	14.6843	14.6016	15.471	14.9028			4	4	0.374561	0.929512	0.283177	0.861359
TAF5	15.7361	14.7995	14.752	14.8763	15.1229	14.7107	15.0594	15.1782			4	4	0.0311212	0.993779	0.0231421	0.0904835
TAF13	16.8567	14.33	15.1688	15.4187	16.7821	17.2488	16.1297	16.0924			4	3	0.96412	0.680628	-1.1197	-1.88359
TAF7	14.7338	13.8798	13.9575	13.7541	15.2219	14.7356	13.8187	14.1565			4	4	0.477945	0.899124	-0.401872	-1.05344
TERF2	14.8422	14.8553	14.6126	14.5554	14.4548	14.0798	14.2351	14.0252			4	4	2.24163	0.374733	0.517618	4.19258
MAPRE2	18.5515	18.7274	19.0204	18.86	18.7905	18.9752	18.8475	18.5301			4	4	0.00985325	0.997671	0.00400352	0.0293106
TAF1A	14.2031	14.4119	13.6435	13.7629	14.3155	14.1075	13.1579	13.6388			4	4	0.260903	0.95774	0.200422	0.63576
TGIF1	14.9528	14.8533	14.6003	14.2035	14.0539	14.5995	13.7846	14.8284			3	4	0.530186	0.879482	0.335895	1.14715
SLC9A3R2	16.4288	15.6044	15.7226	15.7094	15.608	15.8339	16.1186	16.2177			4	4	0.124869	0.986274	-0.0782504	-0.333477
TRADD	15.2335	15.3903	15.0697	15.4341	15.0964	15.1287	15.4648	15.4416			4	4	0.00253137	0.999806	-0.000977993	-0.00759251
TRAM1	19.0084	18.8996	18.5846	18.7512	19.0975	18.9001	18.7646	18.8164			4	4	0.298297	0.944633	-0.0837107	-0.712069
TSN	19.333	19.5329	19.5667	19.5504	19.7326	19.6057	19.6425	19.383			4	4	0.466132	0.905105	-0.0951848	-1.03197
TARBP2	16.1901	14.8366	14.3893	14.7383	14.2762	14.5388	15.6201	15.5705			4	4	0.024088	0.994347	0.0371387	0.070554
SF1	20.0402	19.8771	19.8181	19.8865	20.1139	19.8289	19.8271	19.7328			4	4	0.116479	0.987638	0.0297995	0.313169
TRIP10	17.8158	17.7785	17.8188	17.8358	17.8153	17.7641	17.7939	17.6781			4	4	0.747533	0.780744	0.0493779	1.52197
TRIP11	16.8708	16.9612	16.8313	16.8575	16.7947	16.9037	16.8553	16.9479			4	4	0.0381649	0.992059	0.00477457	0.110163
TRIP13	18.3116	17.991	17.9301	17.9946	17.9905	17.8733	17.9848	18.0061			4	4	0.459103	0.907261	0.0931816	1.01915
OASL	17.3819	16.9496	17.0049	16.9313	17.5547	16.709	17.2075	17.0259			4	4	0.102283	0.98854	-0.0573354	-0.278246
MED1	15.9492	16.0927	16.0644	16.242	16.3318	15.9507	16.2844	15.8213			4	4	0.0245317	0.994618	-0.00996947	-0.07182
TRIP4	16.7303	16.7091	16.6274	16.6644	16.5971	16.637	16.5489	16.7207			4	4	0.629659	0.833688	0.0568523	1.32112
NFKBIB	18.2248	18.1226	17.9693	18.0641	17.9895	18.1292	18.0326	18.0569			4	4	0.295963	0.945739	0.0431356	0.707373
TRIP6	17.7869	17.7708	17.6998	17.8675	17.5838	17.9255	17.8484	17.9766			4	4	0.223645	0.966726	-0.0523	-0.557235
PTPN14	15.1892	15.7483	15.9909	15.9231	15.8358	15.9045	16.1475	15.8136			4	4	0.49084	0.891948	-0.212486	-1.07675
MAPRE1	20.3893	20.4039	20.3393	20.4388	20.4281	20.3935	20.4243	20.4135			4	4	0.448038	0.91551	-0.0220318	-0.998875
TSC22D1	18.0075	17.566	17.3255	17.2105	17.7215	17.5261	17.5267	17.4813			4	4	0.0708467	0.992797	-0.0365205	-0.198138
ELAVL1	20.0929	20.1355	20.0975	20.1347	20.0454	20.0257	20.0468	20.041			4	4	3.02362	0.2145	0.0754375	6.02092
NSDHL	17.6707	17.7302	17.898	17.6606	17.8969	17.837	17.8202	17.7021			4	4	0.49541	0.894194	-0.0741987	-1.08498
TAB1	17.6503	18.2566	18.2484	18.3284	18.0361	18.6925	18.3387	18.2583			4	4	0.453635	0.911064	-0.210515	-1.00914
HERC1	13.8205	12.4537	12.3294	13.1432	12.3499	11.9899	13.1648	12.4596			4	4	0.477403	0.899055	0.445684	1.05246
SLC1A5	21.5054	21.7646	22.0561	21.8687	21.726	21.7884	21.9933	21.8952			4	4	0.154409	0.979837	-0.0520535	-0.403173
MLF2	17.0522	17.0462	17.0296	17.1175	16.9221	17.0508	16.7039	16.7943			4	4	1.32019	0.559222	0.19363	2.47943
TOMM34	19.4802	19.5465	19.7112	19.7382	19.4667	19.6155	19.726	19.8629			4	4	0.181673	0.971374	-0.048769	-0.46526
SMAD2	16.4285	17.3894	17.4969	17.4313	17.437	17.3333	17.482	17.057			4	4	0.206246	0.967482	-0.14079	-0.519597
MSMO1	16.143	16.6804	16.6368	16.6121	16.6569	16.5539	16.404	16.4041			4	4	0.032838	0.993747	0.0133595	0.0953053
ITSN1	16.1082	16.0167	16.0219	16.0278	16.0406	15.9236	16.026	16.1324			4	4	0.0997097	0.987252	0.0130239	0.271837
TBCE	17.2052	17.1866	17.2372	17.0497	17.2837	17.2947	17.2584	17.1385			4	4	0.648732	0.827878	-0.0741549	-1.35394
TBCC	16.4487	17.2517	17.2032	17.0548	17.3564	17.424	17.1375	17.5357			4	4	0.93739	0.698522	-0.373783	-1.83919
UBE2V2	18.7636	18.3991	18.1709	18.1425	18.2796	18.3384	18.4108	18.6571			4	4	0.117792	0.986666	-0.0524449	-0.316363
STXBP2	17.847	18.0406	18.1458	17.9738	17.8827	17.9743	18.0893	18.0016			4	4	0.069778	0.991765	0.0147791	0.195341
VAMP3	17.7839	17.1734	17.2967	17.3703	17.5141	17.5936	17.708	17.8234			4	4	0.858306	0.721419	-0.253694	-1.7076
NEDD8	15.6686	17.2005	16.929	16.883	21.5357	19.6823	18.1686	13.4744			4	4	0.383953	0.93028	-1.54499	-0.879246
ATP6AP1	17.682	18.1772	18.0509	18.135	18.0243	18.1045	18.0607	17.9482			4	4	0.0703388	0.992493	-0.0231471	-0.196809
RAB11B	18.7928	18.8738	19.0687	18.8293	19.2836	18.6454	18.9721	19.2435			4	4	0.398846	0.92624	-0.144982	-0.90741
EZH2	14.4206	15.6365	15.8432	15.8216	16.7734	15.9042	15.4509	15.4042			4	4	0.434273	0.920869	-0.452697	-0.973508
ZYX	21.4076	21.136	21.0722	21.3019	21.2773	21.2728	21.0997	21.1546			4	4	0.119395	0.987939	0.0283184	0.320254
ETFDH	14.9188	16.1097	16.1956	15.6357	17.341	16.2342	16.1906	15.8383			4	4	0.774479	0.773474	-0.686084	-1.56733
SEPT7	20.3403	20.431	20.4248	20.3043	20.4423	20.4851	20.3955	20.3686			4	4	0.54765	0.872498	-0.0477901	-1.17808
ADRM1	21.2606	21.071	20.965	21.1728	20.9154	20.9073	20.8752	20.8646			4	4	1.88459	0.415774	0.226735	3.48617
CCDC6	18.6694	18.8033	18.6629	18.7835	18.6674	18.7678	18.7948	18.8674			4	4	0.344465	0.934161	-0.0445786	-0.803354
UAP1	18.6343	18.3043	18.1643	18.4439	18.6129	18.3677	18.1746	18.1341			4	4	0.167668	0.975753	0.0643897	0.433617
PDCD2	16.5941	16.8563	16.4868	17.011	16.6806	16.6198	16.7574	16.5696			4	4	0.259957	0.956907	0.080174	0.633798
PKN1	21.985	22.2251	22.178	22.4168	22.3418	22.1805	22.3122	21.7436			4	4	0.129885	0.98558	0.0567155	0.345504
PKN2	18.1802	18.226	18.3017	18.391	18.2776	18.2407	18.302	18.3547			4	4	0.138458	0.982103	-0.0190167	-0.365874
DDB1	20.7105	20.7083	20.5951	20.7004	20.7152	20.6891	20.6158	20.5669			4	4	0.304753	0.942759	0.0318437	0.725018
PPP2R5E	18.033	17.9443	17.9092	17.9425	18.1467	17.9804	18.0216	18.1368			4	4	1.22398	0.60423	-0.114145	-2.31684
MAPK14	18.0433	18.0412	17.9698	17.9535	17.965	17.8541	17.9209	18.0375			4	4	0.603111	0.852068	0.0575519	1.27518
MRPL23	17.5145	17.6836	17.6743	17.5384	17.8808	17.5703	17.4528	17.2089			4	4	0.201211	0.96642	0.0744762	0.50858
CDC37	20.7283	20.4433	20.4419	20.6836	20.33	20.38	20.5298	20.7009			4	4	0.33565	0.931967	0.0890594	0.786149
DPYSL2	19.7613	20.0733	20.1874	20.1307	20.0387	20.1185	20.1416	20.1845			4	4	0.356428	0.930755	-0.0826421	-0.826541
SYPL1	21.0113	20.9208	20.5879	20.7398	20.8165	20.8448	20.7831	20.6318			4	4	0.168015	0.975522	0.0459013	0.434406
RBBP7	20.0926	20.4504	20.4173	20.4259	20.3727	20.3039	20.3243	20.2874			4	4	0.103723	0.989629	0.0244989	0.281822
TAF9	16.2574	17.709	17.8736	17.7135	16.9419	17.448	17.3949	17.418			4	4	0.079523	0.990997	0.0877099	0.220655
FXN	17.1173	17.0322	17.1107	17.1156	16.9372	16.6354	17.1226	17.2151			4	4	0.394374	0.925887	0.11642	0.898977
BAK1	16.368	16.2406	16.4383	16.1605	17.2419	16.7235	16.2497	16.1458			4	4	0.512166	0.884581	-0.288369	-1.11504
OCLN	18.4063	18.8413	18.9483	18.8455	18.664	18.5651	18.8277	18.9308			4	4	0.0318967	0.994161	0.0135016	0.0926636
MEA1	17.2832	17.3911	17.022	17.5639	17.3902	17.4386	17.1601	17.3726			4	4	0.0699601	0.992016	-0.0252948	-0.195818
SRSF7	21.8902	21.6659	21.5771	21.4727	21.6048	21.6217	21.5486	21.6891			4	4	0.143975	0.980704	0.0353951	0.378862
CPSF6	19.5874	19.5038	19.553	19.5763	19.5185	19.4819	19.6035	19.6236			4	4	0.0152492	0.998859	-0.00173855	-0.0450928
SMN1	18.1588	18.1554	18.0331	18.004	18.2917	18.0094	17.7868	17.5061			4	4	0.505997	0.890366	0.189348	1.104
MAPKAPK3	16.9409	16.6703	16.4095	16.5438	16.5903	16.6307	16.5886	16.8127			4	4	0.0401998	0.991862	-0.0144897	-0.115798
PRSS8	16.1776	16.2903	16.8634	16.3527	16.0434	16.2763	16.6916	16.5371			4	4	0.0573602	0.98952	0.033896	0.162464
NRF1	17.0033	15.1843	16.6528	16.6485	17.509	17.235	16.5997	16.3938			4	4	0.540766	0.872289	-0.562116	-1.16591
FSCN1	16.6769	17.136	17.5214	17.5659	16.7522	17.0821	17.5879	17.4587			4	4	0.00576233	0.998367	0.00482607	0.0172201
IFI16	15.1566	14.4912	14.4718	13.9913	15.1469	14.3959	14.8125	14.9375			4	4	0.464812	0.906254	-0.295448	-1.02957
DECR1	16.9559	17.1539	17.1786	16.9445	17.0261	17.1514	17.2531	16.9724			4	4	0.187572	0.96743	-0.0425391	-0.478437
MAN2A1	18.165	18.1514	18.1647	18.0717	18.4767	18.3666	18.1492	18.1634			4	4	0.924099	0.702171	-0.150785	-1.8171
NDUFA5	19.174	19.3825	19.344	19.2744	19.3214	19.2075	19.1465	19.147			4	4	0.69407	0.801429	0.0881062	1.43142
UGCG	15.216	15.2105	14.7461	14.3344	15.1687	15.0061	14.8661	15.2601			4	4	0.377564	0.929201	-0.198534	-0.867089
CLPP	18.0644	17.8128	17.8268	17.763	17.7494	17.5823	17.8305	17.9637			4	4	0.351536	0.932499	0.0852666	0.817081
TST	19.3823	19.5681	19.3842	19.3302	19.4656	19.2081	19.1078	19.5127			4	4	0.359685	0.93211	0.0926318	0.832824
UBE2S	18.916	18.6224	18.0653	18.8565	18.6605	18.6107	18.0755	18.2152			4	4	0.409869	0.926728	0.224559	0.928107
GUK1	17.8394	18.0186	17.9508	17.8389	17.9301	18.1596	18.0447	17.7983			4	4	0.342315	0.933768	-0.0712481	-0.799165
HAGH	17.122	17.0608	17.3015	16.9541	17.2038	17.0149	17.1066	17.229			4	4	0.123547	0.987036	-0.0289664	-0.330291
LAMA3	17.5098	17.7117	17.8247	17.7526	18.0183	17.7663	18.0117	17.6875			4	4	0.782821	0.770752	-0.171273	-1.58134
NDUFA9	19.6267	19.5657	19.4989	19.4338	19.5621	19.3971	19.4323	19.4203			4	4	0.678328	0.80964	0.0783587	1.4046
PCK2	20.0474	19.7042	20.3163	20.0251	20.0404	19.6543	20.296	20.3353			4	4	0.107279	0.988442	-0.0582948	-0.290619
HADH	19.219	19.6475	19.7834	19.4345	19.7708	19.615	19.4302	19.2042			4	4	0.0317341	0.993747	0.0160213	0.0922067
CYP51A1	17.5038	17.69	17.5674	17.8865	17.6002	17.8206	17.7802	17.7001			4	4	0.268409	0.955026	-0.0633411	-0.651265
UGP2	20.1216	20.0439	19.9899	20.071	20.0822	20.106	20.064	20.1301			4	4	0.592781	0.856943	-0.0389609	-1.25721
ATP6V1F	17.7362	17.8587	17.9067	18.0288	17.7795	17.8687	17.8478	17.7188			4	4	0.523761	0.881126	0.0789118	1.13573
PFKFB3	15.9201	15.6082	15.1788	15.5522	15.504	15.3179	15.4912	15.1127			4	4	0.545306	0.87345	0.208397	1.17394
UGT8	16.5533	16.8036	16.6638	16.7414	16.7244	16.9084	16.5992	16.4007			4	4	0.0992657	0.986654	0.032383	0.270728
TXNRD1	19.2818	19.0664	19.4635	19.3572	19.2248	19.1268	19.4028	19.415			4	4	0.000369339	1	-0.000121593	-0.00111053
IMMT	19.9838	19.9235	19.936	19.8216	19.9603	19.8432	19.8551	19.8101			4	4	0.471376	0.902989	0.0490532	1.04152
FAM98C	16.7927	16.8207	17.0506	16.9522	16.9355	16.7411	17.0522	16.7467			4	4	0.137467	0.982737	0.0351906	0.36353
CPEB4	15.0156	15.3932	15.3926	15.4411	15.4388	15.4639	15.3842	14.7122			4	4	0.109513	0.988392	0.0608263	0.296122
KNOP1	16.659	16.7234	16.607	16.7534	16.3975	16.8007	16.7952	16.6741			4	4	0.0671225	0.991796	0.0188255	0.18837
HNRNPUL2	19.7808	19.7207	19.7662	19.7241	19.8617	19.8064	19.8123	19.872			4	4	2.14803	0.362545	-0.0901704	-4.0009
INF2	19.5535	19.6345	19.5339	19.5561	19.6049	19.5761	19.5772	19.5538			4	4	0.129625	0.985763	-0.00847292	-0.344882
PDS5A	18.4656	18.3261	18.3258	18.267	18.2947	18.3209	18.3004	18.322			4	4	0.37219	0.928987	0.0366335	0.856828
AAK1	16.6393	16.4764	16.4545	16.5866	16.5615	16.5531	16.5736	16.5899			4	4	0.280628	0.949128	-0.0303397	-0.676301
KIAA1033	16.7116	17.0791	17.1788	17.1096	17.1853	17.242	17.1736	16.6852			4	4	0.115271	0.987352	-0.0517187	-0.310224
SGSM1	18.0942	17.7797	17.7401	17.7953	17.9393	17.6739	17.6369	17.7424			4	4	0.441119	0.920734	0.104235	0.986145
ERCC6L	15.4514	15.713	15.7589	15.7641	16.0621	16.0745	15.7641	15.877			4	4	1.37778	0.537253	-0.272588	-2.57766
TSR1	18.7197	18.6912	18.6501	18.8162	18.6484	18.7678	18.5171	18.6255			4	4	0.604017	0.851832	0.0796156	1.27675
RALGAPA2	15.8715	15.7742	15.7153	15.5726	16.2187	15.7245	15.7927	15.7395			4	4	0.458282	0.907714	-0.135473	-1.01765
DPY19L1	16.7065	16.5635	16.5771	16.5478	16.6704	16.544	16.5664	16.5247			4	4	0.17868	0.972702	0.022378	0.45854
IAH1	15.5523	16.8869	17.4953	16.8692	17.7174	17.202	17.0506	16.7426			4	4	0.472344	0.903019	-0.477211	-1.04328
ALG11	17.0537	16.7742	16.9883	16.8128	16.9285	16.6865	17.0244	16.5776			4	4	0.359458	0.931066	0.103004	0.832387
QRICH1	16.624	17.159	17.2156	17.0061	17.2379	17.5368	16.9288	17.0752			4	4	0.469378	0.903471	-0.193487	-1.03788
SMU1	19.4072	19.293	19.2145	19.2858	19.3726	19.3006	19.2362	19.2966			4	4	0.00960563	0.997497	-0.00138998	-0.0285819
ATG2A	14.5997	14.3049	15.0526	14.4901	15.1544	15.5436	15.2709	14.5899			4	4	1.07155	0.650584	-0.527886	-2.0621
HKDC1	17.6818	17.5364	17.759	17.8809	17.8491	17.7342	18.033	18.2398			4	4	0.967454	0.677069	-0.249498	-1.88913
KLHL40	20.984	20.9622	20.7721	20.9531	20.5137	20.6933	20.76	20.7341			4	4	1.77021	0.420578	0.242552	3.27281
CTU2	17.0235	16.6579	17.141	16.7643	17.0966	16.4979	16.6858	16.8725			4	4	0.261774	0.95702	0.10846	0.637565
HLA-B	20.1708	20.2125	19.806	20.0982	20.2696	19.7932	19.9446	20.0079			4	4	0.198865	0.967851	0.0680838	0.503427
LRRFIP1	18.5122	18.3994	18.3662	18.4439	18.3013	18.3806	18.3683	18.4243			4	4	0.748519	0.78084	0.0617814	1.52363
PGS1	14.5065	14.2483	14.0291	14.3493	14.0882	13.4173	14.0103	13.5081			4	4	1.42635	0.510323	0.527332	2.66113
LEPRE1	16.5769	16.7408	16.6912	16.529	16.587	16.6219	16.7116	16.5116			4	4	0.157874	0.977531	0.0264368	0.411177
TRMT5	16.5813	16.4678	16.5853	16.6656	16.4633	16.4497	16.5447	16.8752			4	4	0.0262187	0.993636	-0.00824118	-0.0766219
LRRK1	20.3333	19.7014	20.0778	19.9804	20.2765	19.4322	20.0137	19.9935			4	4	0.164947	0.978386	0.094245	0.42741
TWISTNB	15.6598	15.9652	16.1835	16.4211	15.8455	15.8895	16.2353	16.167			4	4	0.0424591	0.992365	0.0230834	0.122028
C1orf106	17.7415	17.3868	17.4245	17.4493	17.3714	17.4229	17.3664	17.5685			4	4	0.304888	0.943198	0.0681987	0.725288
MAP7D1	17.6696	17.4477	17.4576	17.5062	17.508	17.4546	17.247	17.2541			4	4	0.925469	0.70106	0.154376	1.81938
UAP1L1	16.6347	16.51	16.5216	16.3775	16.5316	16.5302	16.4923	16.4432			4	4	0.0736164	0.99192	0.0116224	0.205361
ALKBH6	14.9573	14.8911	14.6712	14.9728	14.3874	14.3188	14.2064	14.1622			4	4	3.36652	0.2936	0.604382	6.98029
DAK	16.6305	16.4891	16.6452	16.6348	16.7242	16.6742	16.5302	16.6545			4	4	0.356815	0.931005	-0.0458479	-0.827288
LSM12	19.0201	18.4842	18.328	18.4047	18.6597	19.0493	18.5065	18.821			4	4	0.461755	0.907029	-0.19986	-1.02399
HSDL1	14.7584	15.4474	15.7122	14.7836	17.5107	16.8663	15.3494	14.7188			4	4	0.648474	0.827555	-0.935888	-1.3535
SLC25A52	14.7901	14.075	13.9735	13.9067	14.2311	14.329	14.0434	14.0787			4	4	0.0250887	0.994047	0.015769	0.0734072
SLC25A51	14.7901	14.075	13.9735	13.9067	14.2311	14.329	14.0434	14.0787			4	4	0.0250887	0.994047	0.015769	0.0734072
RABL6	17.4659	17.4457	17.4358	17.4292	17.4434	17.2905	17.4089	17.3318			4	4	1.09779	0.644782	0.0755029	2.10577
VMA21	19.0634	18.8894	18.9941	18.9737	19.2188	19.1858	18.9707	19.0256			4	4	0.859778	0.71991	-0.120058	-1.71005
TUBB8	24.5715	24.5752	24.4693	24.9274	25.3002	25.034	24.6652	24.9259			4	4	1.08795	0.648086	-0.34546	-2.08938
TIMM50	19.3887	19.6857	19.7812	19.6555	19.5528	19.5728	19.7782	19.7182			4	4	0.101195	0.987958	-0.0276918	-0.275539
LGALSL	15.4364	16.7375	16.3462	16.6265	16.8132	16.6858	16.4347	16.1973			4	4	0.320638	0.941102	-0.246094	-0.756615
PARP14	17.0918	16.9305	16.9457	16.8272	17.2344	16.9478	16.9383	16.9609			4	4	0.340658	0.931544	-0.071528	-0.795935
GLYR1	17.2329	17.5074	17.5052	17.3292	17.4156	17.3588	17.4027	17.4083			4	4	0.0127567	0.99807	-0.0026145	-0.0378258
C5orf22	14.8887	15.5781	15.5452	15.7103	15.301	15.4252	15.5554	15.3763			4	4	0.0287949	0.994882	0.0160887	0.0839232
KIAA1432	21.5429	15.5102	15.6514	15.8423	15.6199	15.3904	15.3215	15.4507			4	3	0.531254	0.878782	1.69105	1.14905
VPS26B	16.7432	16.6672	16.9107	16.6364	16.787	16.85	16.8537	16.8759			4	4	0.789007	0.762986	-0.102264	-1.59173
LARP7	17.3661	17.3542	17.4029	17.3671	17.1921	17.2807	17.3747	17.4128			4	4	0.52372	0.880775	0.0574865	1.13565
NADK2	16.4808	16.8286	16.6779	16.5607	16.7969	16.5536	16.5793	16.4556			4	4	0.148502	0.980468	0.0406528	0.389448
HYDIN	21.5757	21.1082	21.0779	21.1381	21.2536	21.2991	21.2516	21.4578			4	4	0.298128	0.944703	-0.0905514	-0.71173
GXYLT1	17.0554	16.5859	16.8765	16.6769	16.6242	16.716	16.6618	16.8329			4	4	0.335844	0.932185	0.0899267	0.78653
ACSF3	15.0477	15.4432	15.8375	15.4908	15.2907	15.4593	15.6057	15.776			4	4	0.156162	0.978834	-0.0781639	-0.407225
PREPL	16.2183	16.2324	16.2282	16.1171	16.2112	16.3999	16.1517	16.2193			4	4	0.32853	0.935031	-0.0465236	-0.77218
TBC1D10B	16.559	16.4007	16.1	16.3945	16.2399	16.1911	16.3398	16.6287			4	4	0.034507	0.993892	0.0136952	0.0999772
TPRN	16.1511	16.1238	15.6662	15.8767	16.408	15.7535	15.369	15.7597			4	4	0.216068	0.96786	0.131917	0.540926
ANO6	14.9735	15.2686	15.4067	15.4325	15.1425	15.6918	15.5652	15.4377			4	4	0.558419	0.866708	-0.188984	-1.19706
PLCH1	16.7345	17.4712	17.788	17.9355	18.0948	18.0483	17.746	18.3573			4	4	1.01109	0.662499	-0.5793	-1.96161
FILIP1L	16.1131	16.0483	16.0418	15.9312	15.8826	16.0956	15.9459	15.9363			4	4	0.53526	0.878772	0.0684969	1.15616
MRPL51	16.3489	16.8286	17.1708	16.95	17.3904	17.3666	17.4759	17.2606			4	4	1.65412	0.456175	-0.548771	-3.06173
GRIPAP1	15.9111	16.3428	16.3057	16.3371	16.6061	16.6262	16.5644	16.4088			4	4	1.52267	0.488471	-0.327171	-2.82855
BCL7A	11.843	11.9762	11.2625	11.491	13.9175	13.8444	13.7991	13.6586			4	0	4.81023	0.108	-2.16171	-12.575
CCDC58	18.2671	17.8741	18.0939	17.9292	18.0825	17.7439	17.9313	18.2284			4	4	0.121891	0.986774	0.0445337	0.326296
TMEM259	15.4098	15.9648	16.0917	16.0997	16.7402	16.2426	16.0552	15.8489			4	4	0.626043	0.836528	-0.330228	-1.31488
FAM98B	18.5189	18.6896	18.614	18.4713	18.7429	18.7297	18.7266	18.7264			4	4	1.74506	0.429665	-0.157914	-3.22664
PDCD4	16.1091	15.5072	16.5329	15.2872	15.7055	15.8354	16.3071	16.3421			4	4	0.232488	0.967335	-0.188417	-0.57612
FNDC3B	14.8653	15.3285	15.3998	15.6654	14.9401	15.485	15.4986	15.872			4	4	0.210238	0.967423	-0.13418	-0.528291
AGPAT9	15.5079	15.1813	15.2413	15.338	15.7911	16.0107	15.4447	15.553			4	4	1.41276	0.521326	-0.382745	-2.63772
CEP55	16.9665	16.6599	16.4031	16.7473	16.7964	16.8983	16.6251	16.6727			4	4	0.156915	0.978428	-0.0539193	-0.408966
C17orf85	17.0308	16.9787	17.0271	17.2326	16.9252	17.181	17.2256	17.2595			4	4	0.369463	0.92922	-0.080524	-0.851609
TP53I3	18.8532	18.7791	18.8902	18.6053	18.702	18.9239	18.8801	18.7929			4	4	0.212633	0.967044	-0.0427289	-0.533491
C11orf73	16.8668	16.8818	16.8729	16.8857	16.8189	16.6921	16.7175	16.699			4	4	2.54983	0.32	0.1449	4.86117
ORMDL2	17.8491	17.7677	17.6816	17.9055	17.6465	17.956	17.7782	17.7431			4	4	0.089954	0.989256	0.0200381	0.247306
GLE1	15.4791	15.6752	15.7298	15.9379	15.9083	15.9127	15.9054	15.2785			4	4	0.0906528	0.988236	-0.0457437	-0.249075
USP39	18.3628	18.3743	18.4184	18.3842	18.4383	18.4334	18.3739	18.3568			4	4	0.270562	0.951817	-0.015667	-0.655696
AGK	18.8255	18.534	18.536	18.4591	18.7504	18.6712	18.5219	18.6253			4	4	0.229551	0.964861	-0.053544	-0.569866
SETMAR	14.1325	12.9862	13.8756	13.2061	15.9658	16.2808	14.8061	12.369			4	4	0.679614	0.808608	-1.30528	-1.40679
PYCRL	16.0662	15.8248	15.8007	15.6683	15.6747	15.6785	15.7482	15.99			4	4	0.245308	0.961944	0.0671608	0.603218
