#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI_8h.txt#:type=:list
#Associated Gene Name	XPI_8h_Rep1	XPI_8h_Rep2	XPI_8h_Rep3	XPI_8h_Rep4	XDMSO_8h_Rep1_1	XDMSO_8h_Rep2_1	XDMSO_8h_Rep3_1	XDMSO_8h_Rep4_1	C: Student's T-test Significant PI_8h_DMSO_8h	C: Student's T-test significant	N: Valid values XPI_8h	N: Valid values XDMSO_8h	N: -Log Student's T-test p-value PI_8h_DMSO_8h	N: Student's T-test q-value PI_8h_DMSO_8h	N: Student's T-test Difference PI_8h_DMSO_8h	N: Student's T-test Test statistic PI_8h_DMSO_8h
ARHGAP27	14.1635	14.6973	15.0581	15.1138	15.1207	15.2288	14.6826	14.3962			4	4	0.127005	0.863686	-0.0989275	-0.338607
C15orf52	15.5169	15.8182	15.2954	15.3649	15.0794	15.4537	15.1301	15.4407			4	4	0.710033	0.406514	0.222902	1.45854
NYAP1	19.951	20.6861	20.6662	20.3571	20.5873	20.704	20.5294	20.6058			4	4	0.497661	0.540929	-0.191491	-1.08903
TOM1L2	16.6602	16.9659	17.2237	17.2407	17.172	17.1974	17.5443	17.6713			4	4	1.04712	0.2678	-0.373649	-2.02146
PAXIP1	14.1024	14.5985	14.8955	15.3081	14.5007	14.1472	14.8152	14.7878			4	4	0.21974	0.769245	0.163405	0.548846
TMTC3	16.7168	16.5323	16.5172	16.4718	16.4217	16.1341	16.5478	16.3937			4	4	0.920775	0.307563	0.185182	1.81158
GTF2H5	15.0181	15.1658	15.5555	15.0721	15.6596	15.4248	15.341	15.268			4	3	0.726865	0.39666	-0.220455	-1.48706
VPS13C	17.986	17.805	18.1231	17.9818	17.91	17.7789	18.0338	17.7793			4	4	0.504582	0.536157	0.0984259	1.10146
USP34	14.0992	13.9349	13.985	14.1061	13.9912	14.194	14.138	14.2001			4	4	0.759507	0.381427	-0.0995164	-1.54214
RAPH1	15.2966	15.6564	15.7895	15.7201	15.9271	15.7375	15.8563	15.6355			4	4	0.653959	0.437979	-0.173469	-1.36291
MOB2	16.9378	16.7258	16.7369	16.4144	16.5435	17.3296	16.7839	17.3923			4	4	0.628269	0.449559	-0.308592	-1.31872
UNC13D	18.341	18.3937	18.4866	18.3984	18.2694	18.2729	18.4052	18.2481			4	4	1.19163	0.225889	0.106008	2.26253
IKBIP	15.8265	16.1274	15.9886	16.5092	16.2263	16.3758	16.3245	16.2842			4	4	0.601821	0.468694	-0.189781	-1.27293
UBE2R2	16.4861	16.7243	16.7774	16.8955	17.1255	17.2668	17.0307	17.0002			4	4	1.98154	0.104211	-0.384955	-3.67161
HIST2H3D	12.8147	12.702	13.9589	10.5105	18.6478	16.833	16.5644	15.1514			4	4	2.25964	0.0926095	-4.30265	-4.23004
CENPU	15.6253	15.84	15.5283	15.7793	15.7248	15.3156	15.2561	15.4737			4	4	1.02219	0.273866	0.250675	1.98004
LARP4	16.9192	17.2479	17.2179	17.3858	17.273	17.3285	17.3222	17.4432			4	4	0.689952	0.414527	-0.14902	-1.42441
MED25	17.0667	16.7554	16.4103	16.7603	16.8872	16.9393	16.3275	16.5876			4	4	0.119714	0.871378	0.0627604	0.321028
RPS27L	21.2375	21.5	21.4585	21.4382	21.4132	21.8722	21.5395	21.7537			4	4	1.02688	0.273115	-0.236101	-1.98784
CBLL1	15.578	15.4749	15.4206	15.2599	15.5473	16.1213	15.905	15.8255			4	4	1.65498	0.142657	-0.416426	-3.06327
INTS8	16.539	16.6347	16.7139	16.8891	16.661	16.8905	16.9456	16.8174			4	4	0.671764	0.425906	-0.134461	-1.39339
SLC35D2	13.3893	14.486	14.0795	14.2644	13.9488	14.3899	14.2268	13.9074			4	4	0.0874153	0.908276	-0.0634243	-0.24086
NOL8	16.0443	15.6027	15.952	15.91	15.9942	15.6142	15.9866	15.7737			4	4	0.0968817	0.895842	0.0350738	0.264763
ASXL2	15.4094	15.6071	15.2758	15.5124	15.5095	16.0426	15.5321	15.2624			4	4	0.321742	0.673795	-0.13548	-0.758798
BTN2A1	14.8195	14.7686	15.028	15.1042	14.9732	15.3157	15.3891	15.2749			4	4	1.34772	0.192068	-0.308145	-2.5263
SUPT6H	18.3965	18.57	18.5982	18.5559	18.6342	18.5542	18.5689	18.6194			4	4	0.615824	0.456962	-0.0640082	-1.29721
SND1	21.3186	21.2831	21.3436	21.3804	21.325	21.3477	21.4141	21.3693			4	4	0.541327	0.511077	-0.0326138	-1.16691
MARK2	17.7111	17.7141	17.6304	17.6786	17.5126	17.5542	17.5727	17.7863			4	4	0.559723	0.496532	0.0770659	1.19936
COX15	16.1648	16.2363	16.2586	16.3585	16.389	16.7055	16.2826	16.3801			4	4	0.939384	0.301556	-0.18476	-1.8425
DDX46	19.2963	19.4134	19.3587	19.348	19.1994	19.5114	19.3779	19.4089			4	4	0.108256	0.882721	-0.0202875	-0.29303
TRMT10C	18.8108	18.8947	18.8447	18.9775	18.8499	18.955	18.8498	18.8052			4	4	0.132641	0.85824	0.0169697	0.352078
BZW1	20.1171	19.9734	19.8723	19.9709	19.9389	19.949	19.6891	19.9499			4	4	0.585995	0.478564	0.101702	1.24538
MON1B	15.5161	16.2543	15.8547	16.2193	16.2812	16.0212	16.3978	15.6164			4	4	0.188813	0.801253	-0.118024	-0.481198
KCTD9	15.4576	15.0777	15.3815	15.5198	15.5075	13.8279	15.5212	14.9858			4	4	0.434205	0.583957	0.398593	0.973382
DHX30	18.219	18.2773	18.0638	18.3034	18.5166	18.3435	18.1745	18.2423			4	4	0.518759	0.524203	-0.103376	-1.12681
EIF3M	18.5977	18.8326	18.9079	19.1861	19.1632	18.8661	19.0504	19.0105			4	4	0.471107	0.557455	-0.141472	-1.04103
MEPCE	17.4311	17.3101	17.1453	17.2853	17.1035	17.3831	17.3162	17.3185			4	4	0.0525522	0.942646	0.0126457	0.149538
PARS2	16.3362	16.0732	15.9492	15.9574	16.2104	16.265	16.1256	16.0715			4	4	0.390164	0.61815	-0.089148	-0.891021
RSRC2	16.7226	17.5034	17.46	17.6644	17.5953	17.4133	17.53	17.6269			4	4	0.420732	0.594283	-0.203807	-0.948386
RRAGA	18.7809	18.8702	18.7412	18.8968	18.67	19.0017	18.6797	19.055			4	4	0.0986091	0.894639	-0.0293293	-0.269088
CYFIP1	19.2366	19.0114	19.1364	19.0508	19.1005	19.0473	19.143	18.9547			4	4	0.310552	0.684482	0.0474148	0.736596
NDUFAF7	16.2592	16.0396	16.0399	15.829	16.4143	16.2151	16.0879	15.8159			4	4	0.242479	0.747105	-0.091397	-0.597266
GET4	17.7645	18.0958	18.0936	18.2042	18.281	18.3803	18.2311	18.3387			4	4	1.42829	0.175932	-0.268248	-2.66449
COPS6	18.4286	18.453	18.2648	18.425	18.4601	18.5132	18.4787	18.5197			4	4	1.15665	0.235535	-0.100069	-2.20399
ENOSF1	13.6824	15.1448	15.847	15.6521	15.4066	15.2228	15.8117	15.5971			4	4	0.36697	0.638607	-0.427975	-0.846831
MAEA	16.5393	16.6757	16.3107	16.5352	16.3307	16.6528	16.6686	16.6779			4	4	0.241393	0.748321	-0.0672774	-0.594978
DHX32	14.3426	14.5224	14.6371	14.6153	14.0244	14.4814	14.1543	14.3549			4	4	1.18986	0.226337	0.275598	2.25958
TAOK1	16.3817	16.5497	16.6585	16.4325	16.3763	16.5337	16.3365	16.6055			4	4	0.188072	0.80073	0.0426316	0.47955
SH3BP5L	14.1713	14.5992	14.4325	14.7286	14.6595	14.1068	14.3928	14.9742			4	4	0.0824565	0.914149	-0.0504048	-0.228196
FASTKD5	17.7264	17.6628	17.7198	17.7483	17.6922	17.7366	17.6623	17.741			4	4	0.0868661	0.908812	0.00626898	0.239463
DPH6	12.4919	12.9654	13.0084	12.5698	13.5971	14.0446	12.7905	13.4863			4	4	1.31602	0.200531	-0.720745	-2.47234
MOB1B	19.9028	19.8702	19.6428	19.5466	19.9903	19.9138	19.7465	19.8789			4	4	0.680869	0.421322	-0.141729	-1.40894
KDM3B	17.0532	17.1197	17.1446	17.206	16.9634	16.8865	17.0618	16.8177			4	4	1.7544	0.132965	0.198525	3.24376
CHMP1B	18.3663	18.8188	18.2495	18.2444	17.641	18.2076	17.8612	17.6762			4	4	1.64826	0.143868	0.573283	3.0512
RRM2B	18.0935	17.8222	17.9285	17.7492	17.88	17.3332	17.7876	17.5642			4	4	0.910469	0.311304	0.257079	1.79445
HS2ST1	16.5626	16.3986	16.5384	16.4268	16.3485	16.5085	16.5864	16.7451			4	4	0.298631	0.694794	-0.0655117	-0.71274
NIPA1	15.5	16.0152	16.0208	15.8943	15.623	16.2899	15.7842	15.8931			4	4	0.0765204	0.917281	-0.0399692	-0.212899
MICAL3	16.526	16.5607	16.6056	16.2635	16.4993	16.5448	16.5982	16.4149			4	4	0.10857	0.882721	-0.0253038	-0.293803
DYM	15.0307	15.5188	15.6952	15.7377	16.2206	15.2317	15.3277	15.2943			4	4	0.0275941	0.968088	-0.0229759	-0.0805247
PHF5A	16.8639	17.253	16.7365	16.9104	16.2372	16.5984	16.8782	16.9213			4	4	0.714494	0.40402	0.282169	1.46611
APTX	14.8732	14.6063	13.9407	13.7018	15.0044	15.4969	14.6056	14.6949			4	4	1.01375	0.275851	-0.669945	-1.96603
ERMP1	18.9722	18.4425	18.4397	18.2202	18.5886	18.4349	18.3328	18.3502			4	4	0.215913	0.772919	0.0920229	0.540592
TRMT1L	17.5311	17.5513	17.5395	17.3508	17.311	17.256	17.5327	17.4206			4	4	0.708909	0.407054	0.113092	1.45663
ZC3HAV1	17.9472	18.0974	17.9658	18.0916	18.2737	18.3123	18.2017	18.396			4	4	2.50059	0.0667105	-0.270409	-4.75023
MRPL21	18.0214	18.3112	18.3426	18.5686	18.4736	18.2673	18.2761	18.0063			4	4	0.141629	0.849257	0.0551071	0.37335
EFTUD1	19.8917	19.6318	19.8388	19.8326	19.887	19.6485	19.8415	19.7409			4	4	0.0894378	0.905866	0.0192261	0.245997
SETX	14.1817	13.9649	13.7671	13.8514	14.0786	13.8458	13.4624	13.5371			4	4	0.587759	0.477997	0.210308	1.24846
TRAPPC11	15.3206	15.0703	15.002	14.9297	14.8592	15.4683	14.9245	15.1352			4	4	0.0345323	0.959877	-0.0161395	-0.100048
NUP54	19.0241	18.9308	18.9837	18.9347	18.913	18.9446	18.9036	18.919			4	4	1.05025	0.266167	0.0482774	2.02668
ATG9A	17.1223	16.929	16.9998	17.1042	16.9916	16.7452	16.9227	16.8717			4	4	1.18866	0.226519	0.156034	2.25757
C10orf118	12.5306	13.0592	12.7163	12.75	11.6876	11.6181	12.1275	12.5947			4	4	1.62736	0.147074	0.757046	3.01378
GPR155	20.7847	20.4595	20.4049	20.1961	20.9512	20.9061	20.6709	20.6869			4	4	1.28132	0.203943	-0.342459	-2.41353
C16orf62	17.3643	17.2727	17.5054	17.4043	17.2173	17.1942	17.3444	17.0579			4	4	1.2808	0.203856	0.183243	2.41265
POGZ	18.4416	18.143	18.2742	18.2075	18.1523	17.9037	18.244	17.9717			4	4	1.00754	0.27893	0.198668	1.9557
ZFYVE16	15.0043	15.4202	15.3448	15.4269	15.3028	15.2678	15.2831	15.4503			4	4	0.0904172	0.904471	-0.0269532	-0.248479
MON2	16.5536	16.4292	16.5122	16.4653	16.6668	16.4498	16.5475	16.4378			4	4	0.240655	0.74864	-0.0354033	-0.59342
TMC4	16.1611	15.3125	15.7932	15.2157	16.1683	15.9969	15.7265	15.441			4	4	0.333889	0.664796	-0.212575	-0.782701
MYH14	20.962	21.1547	21.141	21.031	21.0131	21.03	21.0675	20.9377			4	4	0.516894	0.525011	0.0600753	1.12349
PEX26	16.3463	16.196	15.698	15.8399	16.2385	15.8314	15.6552	14.8019			4	4	0.531138	0.516767	0.388295	1.14884
NUFIP2	17.7674	17.7779	17.6513	17.8399	17.8864	18.0488	17.8246	18.1406			4	4	1.39892	0.183291	-0.215961	-2.61393
SZRD1	15.4454	16.365	16.0952	16.254	16.0286	16.23	16.0433	16.2567			4	4	0.181664	0.806828	-0.099736	-0.465239
MAVS	19.4368	19.5635	19.4253	19.4644	19.3497	19.4115	19.3372	19.3106			4	4	1.71076	0.136548	0.120224	3.16407
CLASP1	18.3165	18.5168	18.4771	18.6265	18.6716	18.5442	18.4773	18.5669			4	4	0.484575	0.550642	-0.0807853	-1.06544
DHX29	17.1642	16.9854	17.08	17.0617	17.0765	16.8748	16.9539	17.0268			4	4	0.774856	0.374571	0.0898247	1.56796
LRP10	16.3154	16.3648	16.237	16.1748	15.593	15.5263	15.3667	15.526	+	PI_8h_DMSO_8h	4	4	4.705	0	0.770012	12.0605
COMMD6	17.2704	17.2886	16.92	17.026	17.1538	17.076	16.9943	17.1577			4	4	0.115596	0.876038	0.0307922	0.311018
TRMT11	16.0675	16.446	16.5542	16.3361	16.2278	15.6772	16.4518	15.966			4	4	0.658688	0.435023	0.270241	1.37102
HDDC2	17.7817	17.8562	17.9763	17.8958	17.7545	17.8671	17.8946	17.9163			4	4	0.134964	0.857801	0.0193796	0.357601
HAUS6	14.6893	15.2825	15.8442	15.4252	15.1537	14.7881	15.3505	15.2277			4	4	0.279145	0.714329	0.180268	0.673276
KDELC2	17.1992	16.8553	17.0742	16.9718	16.9649	16.5844	17.1648	16.8602			4	4	0.411237	0.601564	0.131551	0.930667
HEATR3	17.9671	17.701	17.7804	18.007	17.8034	17.8306	17.8244	17.7361			4	4	0.370237	0.634918	0.0652761	0.853091
C6orf120	15.8659	15.8193	15.8823	15.622	15.1337	15.5846	15.7721	16.297			3	4	0.15529	0.835239	0.100542	0.40521
KIF21A	15.3794	15.5658	15.3064	15.5748	15.4347	15.5442	15.4074	15.6639			4	4	0.256669	0.733977	-0.0559127	-0.62697
HDGFRP2	18.0277	18.0343	17.9398	17.8081	17.6214	17.7276	17.8332	17.9104			4	4	1.14466	0.239007	0.179331	2.18394
DCXR	19.7626	19.5947	19.573	19.4565	19.6148	19.6039	19.6273	19.5672			4	4	0.035269	0.958643	-0.00657368	-0.102105
BRAP	14.8199	15.2737	15.1611	15.4552	15.2387	15.4266	15.2089	15.2852			4	4	0.337968	0.661415	-0.112381	-0.790682
GOLGA7	16.4122	16.5064	16.5048	16.5258	16.6244	16.5081	16.442	16.3719			4	4	0.00374224	0.995046	0.000666142	0.0112089
RAI1	13.4634	14.5106	13.46	14.1507	13.8451	14.2537	14.161	14.1675			4	4	0.323438	0.673506	-0.210634	-0.762146
WAPAL	16.9252	16.9598	17.1147	17.0792	17.2232	16.9965	17.0981	17.0628			4	4	0.52766	0.518065	-0.0754242	-1.14266
IRF2BP2	18.2634	18.3501	18.1975	18.1948	17.9122	17.7857	18.0114	18.0818			4	4	2.20077	0.0951379	0.303659	4.10829
SRGAP1	15.1468	15.2969	15.6957	15.6147	15.7127	16.0095	15.744	15.7961			4	4	1.37992	0.183645	-0.37706	-2.58133
RBBP6	15.4143	15.3436	15.3984	15.2632	15.2376	15.7543	15.4431	15.6674			4	4	0.68102	0.421322	-0.170725	-1.40919
SH3RF1	16.2174	15.6953	15.2756	15.0048	16.2608	16.2035	15.8328	16.2426			4	4	1.07726	0.259283	-0.586679	-2.07159
FRMD5	15.2768	15.4509	15.2934	15.4896	15.3253	15.1595	15.4267	15.5998			4	4	0.000430041	0.999887	-0.000138283	-0.00129296
MTERFD2	13.5146	13.6978	13.8189	14.0689	13.2487	14.3857	14.2603	14.4198			4	4	0.451483	0.570819	-0.303591	-1.0052
HUWE1	17.15	17.2423	17.1661	17.1307	17.0055	17.1135	17.1237	16.9923			4	4	1.43329	0.175347	0.11352	2.67311
TAF8	15.4954	15.6085	15.5577	15.7072	15.2739	15.1044	15.5496	15.6879			4	4	0.647752	0.440659	0.188243	1.35226
UBE2Q1	17.7501	18.1033	18.2671	18.0989	18.6616	18.3741	18.3835	18.4357			4	4	1.72753	0.134094	-0.408889	-3.1946
KIAA0907	16.0219	15.8014	15.934	15.8259	16.1341	15.746	15.3523	15.6666			4	4	0.456417	0.566871	0.171028	1.01424
MRPL55	17.6366	18.3134	18.2362	18.335	18.4166	17.9564	18.4116	18.1887			4	4	0.228962	0.760089	-0.113022	-0.56861
VPS13B	14.0264	14.1437	14.4378	14.2868	13.7308	14.2735	14.3453	13.9391			4	4	0.391712	0.616535	0.151469	0.893948
TMED4	19.0079	18.7908	18.813	18.6084	18.9741	18.7192	18.7085	18.7874			4	4	0.0258386	0.970322	0.00772429	0.0755416
MRPL10	17.3285	17.6344	17.6095	17.7095	17.1481	16.1941	17.3099	17.3539			4	4	1.03119	0.272763	0.568988	1.99499
CMC1	18.9696	18.8302	18.8639	18.8445	18.8006	18.8791	18.8307	18.8222			4	4	0.576985	0.485406	0.0438995	1.22964
CENPV	17.5582	17.6454	17.5139	17.4239	17.2777	17.4344	17.4268	17.6325			4	4	0.489365	0.547419	0.0925331	1.07409
ZSCAN2	15.0584	15.4024	15.5429	15.1206	17.4889	18.6982	16.9631	18.1197	+	PI_8h_DMSO_8h	3	4	3.17701	0.0484545	-2.53638	-6.43638
GALNT5	15.7566	15.8569	16.0455	16.173	16.1874	15.6331	16.3452	16.2447			4	4	0.333087	0.665606	-0.144612	-0.781129
TMEM179B	16.2491	16.798	16.6393	16.4016	17.1283	17.4239	16.9803	17.3804			4	4	2.33126	0.08625	-0.706218	-4.38087
GALNT7	18.6359	18.8097	18.6731	18.6971	18.6581	18.8987	18.8295	18.7923			4	4	0.700128	0.410355	-0.0906897	-1.44172
AMIGO2	16.228	16.4327	15.9612	16.4056	15.4541	16.1848	15.5461	15.5736			4	4	1.53373	0.161374	0.567209	2.84797
SCD5	15.5642	15.9476	15.562	15.5238	15.3489	15.4668	15.4534	15.5301			4	4	0.95683	0.295306	0.199621	1.87149
PHLDB2	17.272	17.1132	17.4356	17.0928	17.1673	17.4728	17.6324	17.5649			4	4	0.8991	0.31603	-0.23096	-1.77554
GLRX5	17.0251	17.4826	17.377	17.5459	17.5031	17.6958	17.5362	17.2751			4	4	0.448209	0.573669	-0.144872	-0.999189
TRAPPC6B	16.1404	16.2728	16.1828	16.2227	15.7622	16.1861	15.9095	16.2397			4	4	0.759601	0.381546	0.180305	1.5423
TMEM55B	17.52	17.4431	17.7972	17.724	18.0623	17.9968	17.3979	17.9537			4	4	0.633302	0.447376	-0.231585	-1.3274
DAAM2	15.5064	15.9259	16.7607	15.9863	14.95	15.0397	14.9567	14.8319			4	3	2.22295	0.0926756	1.10022	4.15393
DAAM1	15.5064	15.9259	16.7607	15.9863	14.95	15.0397	14.9567	14.8319			4	3	2.22295	0.0926756	1.10022	4.15393
PATL1	17.4257	17.3095	17.1725	17.2175	17.5129	17.1412	17.2207	17.1282			4	4	0.106587	0.885375	0.0305529	0.28891
TBC1D1	13.2196	11.0108	11.926	12.0879	13.0419	11.7238	11.4444	10.9025			4	3	0.170845	0.818428	0.282921	0.44084
DPP9	17.428	17.1855	17.1384	17.232	17.3707	17.3868	17.3494	17.345			4	4	0.924424	0.307102	-0.116967	-1.81764
SYVN1	16.778	16.5587	16.428	16.4772	16.4985	16.8317	16.3605	16.624			4	4	0.0505124	0.943705	-0.0182133	-0.14402
TRPT1	16.4883	15.6219	16.1724	15.5055	15.7596	15.3314	16.0243	15.7042			4	4	0.389513	0.618759	0.242182	0.889788
PRUNE	17.1022	17.111	17.0433	16.9999	16.7503	16.6628	16.9104	16.6086			4	4	2.46346	0.072075	0.331071	4.66765
MRPL52	17.658	15.9311	16.7018	16.4345	16.1545	15.5275	16.4701	15.671			4	4	0.863033	0.332604	0.725564	1.71548
SETD3	16.5829	16.8177	16.842	16.8851	17.013	16.9553	16.8628	16.9381			4	4	1.12546	0.245735	-0.160379	-2.1519
ISCA2	17.9149	17.8896	17.9981	18.0382	18.228	17.9673	17.7689	18.1796			4	4	0.283444	0.710108	-0.0757627	-0.682034
NOP9	18.3355	18.0688	18.1619	18.2822	18.3106	18.048	18.0542	17.9339			4	4	0.593483	0.47339	0.12545	1.25843
PABPN1	20.5649	20.4535	20.5035	20.5848	20.7799	20.4305	20.6353	20.3896			4	4	0.125519	0.864726	-0.0321617	-0.335039
METTL3	17.639	17.6823	17.5675	17.5831	17.4803	17.6497	17.5477	17.6748			4	4	0.229664	0.759321	0.0298514	0.570108
PBRM1	17.3723	17.4142	17.4623	17.4023	17.4648	17.2948	17.4406	17.3374			4	4	0.259452	0.731887	0.0283294	0.632752
YRDC	17.4783	18.0136	17.9664	18.2675	17.7424	17.8258	17.7239	16.9956			4	4	0.684244	0.418689	0.359537	1.41469
PRPF39	16.139	16.2927	16.3855	16.0656	16.4898	15.7357	16.1888	16.1899			4	4	0.15566	0.834745	0.0696762	0.406065
SAPCD2	14.4216	15.4341	14.5606	15.2483	14.3004	13.2482	14.0874	15.1811			4	4	0.744902	0.387374	0.711888	1.51753
MTDH	18.9418	19.0723	19.0993	19.0908	18.9354	19.1336	19.0896	19.1863			4	4	0.214656	0.774327	-0.0351734	-0.537873
TLK2	14.3656	13.6815	13.873	13.9474	14.5015	14.1733	14.2434	13.6781			4	4	0.348601	0.654034	-0.18221	-0.811391
ZNF598	16.5252	16.548	16.5349	16.612	16.4783	16.7252	16.5549	16.7952			4	4	0.502113	0.537553	-0.0833735	-1.09703
AGPAT6	16.1505	15.4936	15.5271	15.6691	15.89	15.7173	15.6561	15.6459			4	4	0.0369236	0.957851	-0.0172684	-0.106714
KTN1	18.4519	18.5336	18.4539	18.3777	18.4279	18.5087	18.4626	18.4672			4	4	0.129208	0.861051	-0.0123405	-0.343885
SMG6	14.1319	13.9692	14.0688	13.4336	13.1024	12.8799	13.9941	14.0482			3	4	0.536914	0.513909	0.394731	1.15909
NLRX1	15.8185	15.6043	15.654	15.8499	15.9765	15.7787	15.6698	15.5415			4	4	0.0310287	0.964415	-0.00993538	-0.0902233
BCL9L	16.3092	15.9652	15.8647	16.038	16.2952	16.1248	15.9226	16.0568			4	4	0.176097	0.812565	-0.0555637	-0.452723
USP48	16.2165	16.1612	16.5663	16.2216	16.2297	16.2409	16.4509	16.4013			4	4	0.137362	0.854988	-0.0393348	-0.363282
NAA40	16.7784	16.6939	16.5783	16.8853	16.6839	16.5687	16.4209	16.5283			4	4	1.13362	0.243567	0.183456	2.16551
NT5DC3	15.962	15.5641	16.1687	15.8835	16.2168	16.4356	16.1175	16.1802			4	4	1.26937	0.207582	-0.342946	-2.39333
CASZ1	15.4217	15.8004	15.9553	15.3616	15.469	15.4868	15.7789	15.3844			4	4	0.255601	0.734579	0.104994	0.624746
AACS	17.0279	17.0974	16.8433	16.996	17.1828	17.1503	17.0919	17.0933			4	4	1.26292	0.209944	-0.138419	-2.38245
LUZP1	16.3802	16.282	16.3399	16.2822	16.0536	16.3997	16.3524	16.5208			4	4	0.0357752	0.958238	-0.0105686	-0.103517
ALYREF	20.2452	20.0668	20.1406	20.1127	20.2812	20.1699	20.0307	20.1357			4	4	0.072963	0.921443	-0.013031	-0.20366
GPR180	15.3898	15.1373	15.3602	15.6311	15.7094	15.6932	15.9382	15.7151			4	4	1.78279	0.127581	-0.384362	-3.29602
FAM160B2	14.4174	13.4477	14.4782	13.387	13.9636	13.1445	13.5107	14.5396			3	4	0.1266	0.864181	0.14299	0.337637
MDP1	16.2618	14.6662	15.9367	15.385	14.2975	14.7164	15.2532	13.9518			4	3	1.18402	0.227813	1.00774	2.24979
IQGAP3	17.8904	17.8426	17.7949	17.9106	17.6629	17.5856	17.4642	17.6844			4	4	2.45222	0.0738405	0.26036	4.64282
ZC3H18	16.2856	16.479	16.3303	16.5852	15.9042	15.5448	16.0819	16.4036			4	4	1.19864	0.224352	0.436389	2.27429
VPS36	17.4618	17.5815	17.5233	17.6281	17.4804	17.6849	17.549	17.5496			4	4	0.114714	0.876417	-0.0172858	-0.308866
TAX1BP1	15.9605	15.8423	15.6914	15.5303	15.7244	16.019	15.8164	16.1624			4	4	0.608013	0.462998	-0.174411	-1.28368
CAND1	20.7268	20.5922	20.676	20.5921	20.6453	20.6373	20.6005	20.5001			4	4	0.494132	0.543976	0.0509567	1.08268
GLCCI1	15.9484	16.5837	16.0931	16.7212	16.7074	15.6613	16.2566	16.003			4	4	0.254046	0.736078	0.179527	0.621507
FAM134C	17.194	17.2773	17.1675	17.1375	17.0082	16.8489	17.0279	17.1267			4	4	1.58879	0.151043	0.191135	2.94511
HOOK3	16.7103	16.9451	16.8164	16.9865	16.838	16.9029	16.984	16.8434			4	4	0.146461	0.844208	-0.0274959	-0.384683
COMTD1	14.5623	14.4668	14.5062	14.5105	14.9833	14.3505	15.5103	14.7327			4	4	0.775681	0.374373	-0.382762	-1.56935
SESTD1	14.7138	15.032	14.7873	14.683	14.8873	15.1966	14.5769	14.8701			4	4	0.209718	0.7787	-0.0786791	-0.527162
COMMD7	15.9479	15.4669	15.397	15.6987	16.3205	16.338	15.7335	15.5582			4	4	0.748714	0.385575	-0.359911	-1.52396
NLRP13	20.5088	20.2504	20.3456	20.0452	20.0381	20.2007	19.9492	20.2961			4	4	0.639151	0.445237	0.166431	1.33747
THOC6	17.1868	17.2051	17.3763	17.3488	17.0317	17.1356	17.3078	17.1174			4	4	0.875614	0.326608	0.131138	1.73644
METTL16	18.0728	17.4698	17.7139	17.5387	18.1344	17.6641	18.041	17.648			4	4	0.414859	0.598991	-0.173079	-0.937437
PARG	17.1725	17.1687	17.0915	17.2397	17.2874	16.8857	17.1905	17.0798			4	4	0.256614	0.733934	0.0572824	0.626855
PPFIBP1	17.3461	17.1236	17.3006	17.1982	17.1353	16.8872	17.2408	17.1881			4	4	0.670218	0.426787	0.129255	1.39075
BPHL	15.1964	15.2914	15.864	14.8703	16.3597	16.4658	15.6209	15.7555			4	4	1.3409	0.193732	-0.744946	-2.51468
LONP2	14.9734	15.2319	14.8544	15.1811	15.5335	15.6017	14.9284	14.8411			4	4	0.324392	0.672749	-0.165979	-0.76403
ZC3HC1	15.6823	15.9775	15.9583	15.8212	15.7486	15.8642	15.6516	15.7508			4	4	0.620369	0.453728	0.106048	1.30508
CHD1L	16.9378	16.7095	16.7843	16.7867	16.9304	16.9524	16.8491	16.7549			4	4	0.46158	0.564607	-0.0671325	-1.02367
FCHSD1	14.2295	14.5469	14.2433	14.393	13.3756	13.7203	14.3409	14.4439			4	4	0.701352	0.410198	0.382978	1.4438
GPBP1	13.9977	15.108	15.0514	15.4118	14.7135	15.019	14.5365	14.9874			4	3	0.0859796	0.909388	0.0781112	0.237204
NR2C2AP	16.4121	16.5439	16.4038	16.4987	16.3169	16.5989	16.6585	16.6553			4	4	0.477274	0.554674	-0.092783	-1.05222
CCDC25	16.667	16.2825	16.5113	16.3991	16.647	16.4522	16.4611	16.2396			4	4	0.0447979	0.950665	0.0150065	0.128449
PROSER2	16.6513	16.8285	16.5654	16.7133	16.0149	16.7982	16.6833	17.0151			4	4	0.101958	0.891568	0.0617509	0.277438
RPS19BP1	16.7086	17.3557	17.4238	17.4574	17.1025	17.4447	17.4153	16.9454			4	4	0.0148253	0.982266	0.00942707	0.0438597
RALGAPB	17.5419	17.2075	17.1576	17.079	17.2018	17.0353	16.9539	16.8995			4	4	0.940396	0.301571	0.223885	1.84419
RALGPS2	15.8287	15.0528	15.9499	15.6191	15.6498	15.2965	15.3708	15.3406			4	4	0.408368	0.604068	0.198193	0.925296
LSR	18.5949	18.4706	18.3482	18.3981	18.4387	18.4693	18.3498	18.4812			4	4	0.10962	0.881504	0.0181537	0.296385
CARM1	17.5888	17.4816	17.6445	17.4758	17.5163	17.5568	17.6222	17.6455			4	4	0.310817	0.68443	-0.0375543	-0.737123
NIT1	18.96	18.9584	18.9257	18.862	18.8887	18.7046	19.0356	18.9506			4	4	0.165377	0.823574	0.0316405	0.428392
