#: :filename=/bulk/mvazque2/git/workflows/AGS/data/proteomics/.source/abundance/PI_8h.txt#:type=:list
#Associated Gene Name	XPI_8h_Rep1	XPI_8h_Rep2	XPI_8h_Rep3	XPI_8h_Rep4	XDMSO_8h_Rep1_1	XDMSO_8h_Rep2_1	XDMSO_8h_Rep3_1	XDMSO_8h_Rep4_1	C: Student's T-test Significant PI_8h_DMSO_8h	C: Student's T-test significant	N: Valid values XPI_8h	N: Valid values XDMSO_8h	N: -Log Student's T-test p-value PI_8h_DMSO_8h	N: Student's T-test q-value PI_8h_DMSO_8h	N: Student's T-test Difference PI_8h_DMSO_8h	N: Student's T-test Test statistic PI_8h_DMSO_8h
CDIPT	19.4433	18.8926	18.8879	18.7991	19.4063	18.6505	18.9155	18.3838			4	4	0.259831	0.731905	0.166739	0.633536
PDCD5	20.6421	20.6463	20.6024	20.7194	20.7215	20.6889	20.6081	20.6234			4	4	0.0784928	0.916014	-0.00790548	-0.217998
PRMT5	18.883	19.1917	19.0392	19.1813	19.0575	19.1029	19.1599	19.1691			4	4	0.258146	0.732815	-0.0485473	-0.63004
SLC9A3R1	18.8253	19.106	19.0663	19.029	18.9104	19.0944	18.9796	19.1398			4	4	0.110861	0.879992	-0.0244226	-0.299435
CHEK1	16.3239	16.7309	16.4217	16.718	16.7633	16.6547	16.5269	16.7633			4	4	0.498448	0.540533	-0.128428	-1.09045
TNFRSF10B	15.3054	15.7756	15.9099	16.4332	15.1829	13.8206	15.1016	14.9308			4	4	1.50172	0.164636	1.09709	2.79191
FPGT	15.0478	14.6975	15.1428	14.72	14.97	14.6667	14.6926	15.0411			4	4	0.153479	0.837348	0.0593953	0.401019
TPP1	17.4683	17.5061	17.5607	17.4594	17.4477	17.3718	17.5096	17.4497			4	4	0.722214	0.39806	0.0538888	1.47919
TCERG1	18.6933	18.6221	18.6191	18.4833	18.5836	18.711	18.6347	18.6771			4	4	0.400559	0.609889	-0.0471468	-0.910635
NDC80	16.3083	16.3938	16.2653	16.4427	16.3038	16.7064	16.3173	16.7814			4	4	0.629226	0.448732	-0.174709	-1.32037
TNPO2	17.0379	17.0346	17.0019	17.0387	17.1008	16.647	16.7753	16.9226			4	4	0.854846	0.336417	0.166866	1.70183
UNC13B	17.7516	14.8027	16.0811	15.3231	18.0519	18.3292	14.6678	17.8374			3	4	0.531494	0.516754	-1.23193	-1.14948
POLR3A	15.8145	15.202	15.8674	15.5392	15.7215	15.5867	15.9128	15.4542			4	4	0.130714	0.859701	-0.0630116	-0.347483
PSMA7	21.1733	21.3588	21.3505	21.2887	21.2753	21.3609	21.2385	21.2851			4	4	0.0197832	0.977121	0.00290632	0.0582129
SCAMP3	18.4624	18.4728	18.335	18.35	18.4778	18.4175	18.5741	18.6039			4	4	1.04099	0.268259	-0.113268	-2.01128
OPLAH	20.0228	20.0271	20.3027	20.2469	20.2178	20.3575	20.3787	20.2922			4	4	1.02421	0.274274	-0.1617	-1.98339
BCKDK	16.6344	16.8144	16.5291	16.7469	16.3171	16.4824	16.4294	16.3292			4	4	2.10746	0.096852	0.291666	3.91934
IFIT3	15.9018	15.4467	15.7012	15.27	16.0146	15.4948	15.9396	15.653			4	4	0.480574	0.552343	-0.195604	-1.0582
MGST3	19.8469	19.4382	19.6881	19.6362	20.1821	19.8199	20.0527	19.3111			4	4	0.395894	0.613548	-0.189109	-0.901847
GEMIN2	16.9489	16.8475	16.8753	16.3435	17.3521	16.9035	17.1694	17.417			4	4	1.35457	0.189846	-0.456735	-2.53799
IRF6	15.2142	14.8835	14.7715	14.7625	15.6387	14.8036	15.0978	15.1883			4	4	0.647987	0.440836	-0.274174	-1.35266
TAX1BP3	20.2239	19.9952	19.8772	20.016	20.4607	20.1569	19.9025	20.0989			4	4	0.410787	0.602172	-0.126667	-0.929827
GIPC1	19.5307	19.6718	19.6676	19.6127	19.4419	19.5165	19.5532	19.5688			4	4	1.22582	0.219092	0.10061	2.31994
LIN7A	17.0076	17.2218	17.0823	16.8833	16.5857	16.9591	17.0282	17.2792			4	4	0.21384	0.774582	0.0857201	0.536108
IKBKB	17.8652	17.6492	17.8799	17.7523	18.3291	18.2043	17.626	17.7973			4	4	0.537693	0.513546	-0.202517	-1.16047
TIMM23	18.3544	18.2421	18.0345	18.2088	18.4792	18.1189	18.0244	18.0891			4	4	0.0961247	0.897246	0.0320549	0.262865
TIMM23B	18.3544	18.2421	18.0345	18.2088	18.4792	18.1189	18.0244	18.0891			4	4	0.0961247	0.897246	0.0320549	0.262865
HAT1	17.6408	18.0698	17.96	17.8448	17.7941	18.1049	17.8943	18.1181			4	4	0.349977	0.653659	-0.0989819	-0.81406
UBE2L6	16.4898	15.9851	16.6353	15.997	16.5097	15.2975	16.3163	15.7946			4	4	0.409896	0.603011	0.297276	0.928158
CASK	18.1673	18.141	18.1695	18.0158	17.9648	18.0576	18.0421	17.9352			4	4	1.40754	0.182215	0.123468	2.62874
UQCRQ	18.7403	18.4722	18.4055	18.5143	18.5297	18.7507	18.6609	18.8553			4	4	0.82829	0.348642	-0.166077	-1.6575
MYL12B	21.8242	22.2614	22.2402	22.1437	22.1183	22.1095	22.1869	22.0637			4	4	0.00707283	0.991669	-0.0021987	-0.0211052
MYL12A	21.8242	22.2614	22.2402	22.1437	22.1183	22.1095	22.1869	22.0637			4	4	0.00707283	0.991669	-0.0021987	-0.0211052
UQCR11	16.5685	16.0229	16.0381	16.1071	16.4212	15.8193	15.9551	15.8511			4	4	0.398171	0.611595	0.172469	0.906138
HGS	17.6589	17.703	17.5526	17.8251	17.5591	17.7095	17.5544	17.5509			4	4	0.638711	0.444825	0.0914388	1.33672
AURKA	17.2919	16.9595	16.9125	16.9807	16.9369	16.3611	16.3846	16.9384			4	4	1.07226	0.260928	0.380898	2.06327
RAB7L1	16.2548	16.2606	16.5937	16.6237	16.7105	17.0325	16.3727	16.8715			4	4	0.917123	0.30804	-0.313623	-1.80551
DSCR3	15.6369	15.6402	15.467	15.5995	15.5027	15.3637	15.5097	15.3626			4	4	1.39509	0.183269	0.151239	2.60734
PPP1R12A	18.6063	18.7671	18.6958	18.709	18.5953	18.764	18.6511	18.7603			4	4	0.0118933	0.985597	0.00188303	0.0352992
SLC27A2	18.5014	18.5344	18.6119	18.6441	18.6041	18.6505	18.6488	18.682			4	4	1.03066	0.272553	-0.0734153	-1.9941
GAK	18.925	19.0085	19.0642	19.1506	19.2819	19.1279	19.1014	19.0722			4	4	0.813583	0.356089	-0.108778	-1.6329
HNRNPDL	21.7761	21.8131	21.9251	21.9583	21.9762	21.8357	21.9345	21.8061			4	4	0.126161	0.8644	-0.0199709	-0.336581
XPO1	20.0791	19.8533	19.8387	19.869	19.9656	19.7092	19.8149	19.6943			4	4	0.64675	0.441515	0.114028	1.35054
BTAF1	17.1249	17.1168	17.2327	17.1515	17.0716	16.9001	17.1702	16.99			4	4	1.00261	0.281001	0.12349	1.94752
ARHGEF10	14.6663	14.4324	14.6372	14.3917	14.2712	14.8907	14.4486	13.7684			4	4	0.328489	0.668899	0.187169	0.772099
ARHGEF10L	14.6663	14.4324	14.6372	14.3917	14.2712	14.8907	14.4486	13.7684			4	4	0.328489	0.668899	0.187169	0.772099
ZNF609	12.1561	12.4711	11.7572	12.2355	10.1358	10.5424	11.9245	12.2411			4	4	0.891988	0.319363	0.944036	1.7637
SPTBN2	16.1366	16.3429	16.2764	16.3114	16.1531	16.229	16.2752	16.1817			4	4	0.493111	0.544512	0.0570855	1.08084
SEC16A	18.5376	18.6187	18.6172	18.4863	18.413	18.5856	18.4937	18.5835			4	4	0.382486	0.622355	0.0459757	0.876459
PLXNB2	17.9526	17.92	18.0731	17.9483	17.8803	17.7899	17.8877	17.8135			4	4	1.69137	0.137551	0.130664	3.12889
KHNYN	16.461	16.4093	16.5223	16.2893	16.3165	16.1652	16.2636	15.9493			4	4	1.39019	0.18302	0.246814	2.59893
U2SURP	20.3179	20.282	20.3008	20.2491	20.1259	20.3407	20.3148	20.3512			4	4	0.0268484	0.968282	0.00431108	0.0784102
SETD1A	16.2852	16.2258	16.3919	16.3234	15.8168	15.9112	16.0983	15.8593			4	4	2.78447	0.0527835	0.385156	5.41364
SYNJ2	14.4673	14.7828	14.7688	14.5961	14.6669	14.7722	14.6753	14.4648			4	4	0.0310732	0.96447	0.00896025	0.0903484
KIF3B	15.8401	16.4339	16.1023	15.977	15.7203	16.0024	16.3707	16.1778			4	4	0.0378824	0.957075	0.0205235	0.109379
PFAS	17.6008	17.3824	17.3604	17.3984	17.3408	17.2848	17.3989	17.2978			4	4	0.860558	0.333468	0.104923	1.71135
NACAD	20.7822	20.7988	20.8182	20.9176	21.1928	21.181	21.0229	20.9872			4	4	2.32285	0.0875306	-0.266767	-4.36301
ANKRD28	17.5299	17.5205	17.5554	17.487	17.2866	17.6333	17.4908	17.7619			4	4	0.0692537	0.924642	-0.0199509	-0.193967
ARHGEF11	21.5591	21.7611	21.8067	21.7253	21.696	21.2313	21.7674	21.3795			4	4	0.678188	0.422708	0.194512	1.40436
KIAA0391	17.0527	17.0854	16.9959	17.1366	17.0755	16.967	16.9819	16.864			4	4	0.928427	0.306408	0.095603	1.8243
CHUK	17.4522	17.4612	17.368	17.3002	16.9586	17.0026	17.3173	17.2619			4	4	1.4226	0.176964	0.260283	2.65467
LSM1	22.5256	22.5784	22.6382	22.9089	22.8419	22.5622	22.6702	22.5201			4	4	0.0443928	0.951215	0.0141859	0.127339
NPC1	17.3922	17.5218	17.3206	17.304	17.1005	17.2622	17.2835	17.1063			4	4	1.51551	0.162349	0.196517	2.81602
AGPAT2	18.0151	17.7628	17.927	17.6068	17.6769	17.582	17.8959	18.0908			4	4	0.0393344	0.956235	0.0164952	0.113404
DEGS1	14.283	16.3784	16.8455	16.6579	17.6208	16.6774	16.8464	16.9545			4	4	0.772596	0.374958	-0.983568	-1.56417
SCAMP2	17.9486	17.7305	17.6677	17.5071	17.344	17.4544	17.4272	17.4585			4	4	1.65999	0.142968	0.292487	3.07229
ARPC1B	19.249	19.5232	19.3957	19.4355	19.4577	19.8408	19.7405	19.6011			4	4	1.3686	0.186187	-0.259165	-2.56196
ARPC2	20.0463	20.0135	20.0262	19.9788	19.8659	20.0645	20.1171	20.1549			4	4	0.207557	0.780511	-0.0344052	-0.522458
ARPC3	18.8962	18.9246	19.1943	19.0441	19.0099	19.206	19.1814	19.3863			4	4	0.892412	0.31923	-0.181099	-1.76441
BET1	15.8822	15.207	15.7208	15.5792	15.9287	15.7737	16.1128	16.0598			4	4	1.20377	0.223184	-0.371472	-2.28291
ZBTB7B	14.535	15.4859	15.0035	15.004	15.4395	14.0643	15.8755	15.5478			4	4	0.199739	0.789056	-0.224701	-0.505348
POLR1C	18.0522	18.2359	18.4065	18.4211	18.1975	18.364	18.4215	18.4736			4	4	0.348104	0.653971	-0.0852461	-0.810425
PLSCR1	17.8738	17.5211	17.3327	16.9231	17.4173	17.2211	16.9926	17.1188			4	4	0.468363	0.560417	0.225243	1.03604
TRIM24	17.1359	17.2531	16.9329	17.1044	17.1402	17.0061	16.9289	17.1499			4	4	0.239329	0.750366	0.0503044	0.590621
PGRMC2	19.2482	19.2961	19.4963	19.3448	19.3177	19.2797	19.3462	19.3673			4	4	0.122135	0.868399	0.0186272	0.326884
VILL	14.6029	14.4501	14.5996	14.062	14.495	16.0702	14.2637	14.9777			4	4	0.584008	0.480215	-0.522994	-1.24191
PFDN6	19.9365	19.7618	19.5894	19.6127	19.8852	19.8406	19.6981	19.8471			4	4	0.464464	0.563239	-0.0926619	-1.02893
WDR46	16.5947	16.5461	16.6221	16.4173	16.4273	16.6687	16.5719	16.6058			4	4	0.128221	0.862417	-0.0233536	-0.341523
NKRF	16.9388	16.9726	16.9087	16.7266	16.6707	16.9442	16.8216	16.9605			4	4	0.16667	0.822285	0.0374045	0.431343
GNPAT	18.3446	17.9317	18.3033	18.0719	18.301	17.9581	18.3853	18.0498			4	4	0.0259714	0.970136	-0.0106745	-0.0759191
LAMA5	17.558	17.5163	17.6057	17.6057	18.2235	17.913	18.0145	17.9929	+	PI_8h_DMSO_8h	4	4	3.26087	0.0493714	-0.464558	-6.67273
CASC3	15.1808	16.0466	16.1973	15.4691	16.6334	16.525	16.2914	17.052			4	4	1.69615	0.138004	-0.901987	-3.13755
MRPS12	15.6628	15.8546	15.6819	15.6121	15.8629	16.3813	16.1771	16.4364			4	4	1.97172	0.106783	-0.511589	-3.65262
NDUFA1	15.4271	15.4006	15.3918	15.0835	15.9478	16.0638	15.3894	15.628			4	4	1.32465	0.197066	-0.431483	-2.48702
ACOX3	16.8091	16.8771	16.7893	16.8516	16.8345	16.7289	16.8168	16.6163			4	4	0.756682	0.382243	0.0826578	1.53739
RER1	18.3836	18.8696	18.6973	18.4707	18.2825	18.3187	18.58	18.7365			4	4	0.350372	0.653563	0.125887	0.814826
SURF4	19.7861	18.4634	19.0295	18.8846	19.4411	18.565	19.2312	18.5299			4	4	0.100963	0.892435	0.0990763	0.274962
MAPK13	18.1035	18.1605	18.0304	18.1409	17.9344	18.1167	18.1078	18.1818			4	4	0.150058	0.841032	0.0236554	0.393074
SPTLC1	18.5594	18.7194	18.8727	18.5804	18.407	18.6452	18.7623	18.7539			4	4	0.140658	0.850089	0.0408344	0.371064
SPTLC2	19.0373	18.9989	19.0257	19.0914	19.0971	19.0837	19.1448	19.1773			4	4	1.62338	0.147585	-0.087389	-3.00668
OGT	18.6062	18.8525	18.6783	18.8352	18.663	18.7426	18.5102	18.6163			4	4	0.689666	0.414629	0.110029	1.42393
PMM2	18.9558	19.0806	18.9747	18.9939	18.9475	19.0664	19.0293	19.0615			4	4	0.262649	0.729937	-0.0248885	-0.639376
CTAGE5	17.6843	17.79	17.6926	17.6191	17.7419	17.8486	17.759	17.7541			4	4	0.944324	0.299626	-0.0794249	-1.85071
MIA2	17.6843	17.79	17.6926	17.6191	17.7419	17.8486	17.759	17.7541			4	4	0.944324	0.299626	-0.0794249	-1.85071
HMGB3	20.6495	20.4757	20.5334	20.4726	20.3842	20.5259	20.5111	20.4316			4	4	0.622079	0.453252	0.0695891	1.30803
PPM1G	18.0567	18.4785	18.2203	18.4113	18.3286	18.5103	18.2767	18.3849			4	4	0.328834	0.668761	-0.083406	-0.772779
INPPL1	17.7076	17.424	17.4189	17.4216	17.4816	17.4828	17.5531	17.3447			4	4	0.12249	0.867943	0.0274591	0.327742
EIF3D	19.5886	19.6592	19.6966	19.7303	19.9226	19.7952	19.78	19.9293			4	4	2.01708	0.103486	-0.188134	-3.74071
EIF3H	19.6517	19.5808	19.5182	19.5953	19.7051	19.5853	19.6099	19.6036			4	4	0.464027	0.563023	-0.0394816	-1.02814
HDAC3	16.1717	15.8402	15.8888	15.6474	15.9106	15.0488	15.5996	15.7912			4	4	0.655808	0.43694	0.299522	1.36608
NVL	17.1272	17.4941	17.5632	17.6336	17.4416	17.3905	17.4287	17.4061			4	4	0.124872	0.865246	0.0377984	0.333483
BCAT2	18.9235	18.8226	18.7652	18.841	18.814	18.7273	18.7408	18.464			4	4	0.925826	0.307274	0.151568	1.81998
BIRC5	14.9973	15.0495	15.342	15.0161	15.0577	13.8861	14.1944	13.9203			4	4	1.58351	0.152062	0.836614	2.93577
IPO8	16.7003	16.8799	16.8347	16.9423	16.8067	16.7874	16.586	16.9358			4	4	0.282942	0.710514	0.0603538	0.681013
STX7	18.9411	18.6507	18.7999	18.8099	18.7284	18.6652	18.7421	18.7353			4	4	0.637264	0.445242	0.0826712	1.33423
TNRC18	14.6208	14.5235	14.706	14.6726	14.2005	13.6266	14.4541	13.4826			3	4	1.58845	0.150881	0.689801	2.94452
SLC16A3	19.5111	19.3036	19.0903	19.0982	19.1511	19.3401	19.258	19.2379			4	4	0.0126792	0.984533	0.00402689	0.037599
SLC31A1	17.1098	17.3852	17.018	17.3082	16.7579	16.7904	16.5251	16.9698			4	4	1.92276	0.113121	0.444524	3.55866
ABCC3	16.6136	16.2182	16.6484	15.8766	16.5781	15.9821	16.2934	15.9866			4	4	0.22375	0.764645	0.12913	0.557461
ABCC4	17.7415	17.6552	17.9063	17.8217	17.5696	17.5311	17.8183	17.6605			4	4	0.813305	0.356014	0.136316	1.63244
CD3EAP	17.6313	17.7262	17.5495	17.7686	17.6713	17.8679	17.6378	17.8179			4	4	0.490098	0.546758	-0.0798554	-1.07541
P4HA2	17.3433	17.3931	17.2995	17.3532	17.7862	17.4047	17.3619	17.386			4	4	0.639573	0.445194	-0.137424	-1.3382
YKT6	18.9563	18.7542	18.8519	18.8628	19.059	18.9952	18.9257	19.0332			4	4	1.56995	0.155455	-0.146977	-2.91176
NUPL2	16.1706	16.2496	16.1715	16.1746	16.1323	16.1679	16.0438	16.1329			4	4	1.1576	0.23532	0.0723715	2.20557
ARPC5	19.6753	19.9483	19.9972	19.9195	20.0112	20.0169	20.0803	20.1023			4	4	1.17016	0.232019	-0.167609	-2.22657
POLR2D	16.9828	16.9332	17.4532	16.7807	16.8468	16.9224	17.0669	16.6003			4	4	0.459636	0.565609	0.178393	1.02012
PDPK1	16.139	16.3028	16.1815	16.2388	16.386	16.4465	16.2868	16.229			4	4	1.04191	0.268662	-0.121532	-2.01281
TAPBP	18.8165	18.5208	18.3268	18.1975	18.4879	18.3697	18.3413	18.3142			4	4	0.254501	0.736027	0.0870814	0.622456
RNF113A	15.3955	15.3807	15.326	15.2249	14.8332	15.3145	15.299	15.4265			4	4	0.357292	0.646596	0.113483	0.82821
KDM6A	14.4627	16.3252	16.3566	16.1851	15.9594	15.7211	16.0855	15.9862			4	4	0.0821517	0.914308	-0.105647	-0.227414
DHX15	20.7689	20.7935	20.868	20.8053	20.7449	20.6487	20.7836	20.7263			4	4	1.24393	0.215848	0.0830522	2.35043
RNMT	17.973	18.186	18.1911	18.1202	17.901	18.1264	18.1394	18.0162			4	4	0.423275	0.593111	0.071815	0.953117
ZZEF1	14.2006	14.3907	14.5272	14.0772	14.3674	14.7804	14.524	14.4031			4	4	0.798947	0.363233	-0.2198	-1.60839
ASAP2	15.4623	15.9543	15.8606	15.83	15.916	16.0685	15.9624	16.0813			4	4	1.03114	0.272585	-0.230232	-1.99491
TTI1	15.6343	15.5069	15.9089	15.8344	14.9016	15.5142	15.6921	15.2443			4	4	1.01163	0.277164	0.38307	1.96249
RRP8	17.475	17.5144	17.5741	17.5624	17.2177	17.1835	17.4404	17.3917			4	4	1.79193	0.126847	0.22312	3.31291
PJA2	13.6381	14.4205	14.4717	14.5731	12.8936	14.4107	14.4782	14.7085			4	3	0.122495	0.86811	0.15308	0.327755
SIPA1L1	14.8727	15.2633	15.3026	15.1895	14.5857	14.8156	15.1777	14.9067			4	4	0.928313	0.30627	0.285612	1.82411
CYB5B	19.6401	19.3453	19.4494	19.2665	19.6899	19.2853	19.5753	19.4158			4	4	0.221202	0.767973	-0.066267	-0.551991
PRPF4	19.1339	19.0195	18.9824	18.9411	18.8687	18.9384	18.8432	18.8967			4	4	1.54531	0.158087	0.13248	2.86832
NDUFS4	17.5037	17.6288	17.7792	17.6585	17.6229	17.6483	17.8092	17.8814			4	4	0.538149	0.513201	-0.0978918	-1.16128
DYNC1LI2	19.1306	19.2103	19.3041	19.2364	19.3423	19.0927	19.2881	19.1904			4	4	0.0426673	0.95317	-0.00805712	-0.122601
PSMD3	19.9809	20.0149	19.9813	20.0082	19.9684	20.1044	20.0279	20.1133			4	4	0.80345	0.360819	-0.0571656	-1.61594
RBFOX2	16.9363	17.1444	17.119	16.7726	17.0702	17.0228	17.0646	17.2988			4	4	0.521019	0.5221	-0.121008	-1.13084
PAPSS1	19.298	19.1829	19.2256	19.0303	19.0995	19.0114	19.1633	19.1736			4	4	0.485299	0.549964	0.0722475	1.06675
ZW10	17.4093	17.3132	17.2133	17.4689	17.4172	17.1692	17.2409	17.2907			4	4	0.413763	0.599625	0.0716653	0.935391
SPINT1	17.4934	17.6796	17.5647	17.4751	16.9232	17.1554	17.0126	17.2581			4	4	2.74539	0.051514	0.465877	5.3188
B4GALT5	19.0131	19.0421	18.7858	19.0657	18.7864	19.1276	19.1508	19.1074			4	4	0.251968	0.737742	-0.066361	-0.617171
SART1	17.434	17.4857	17.401	17.4158	17.3296	17.3786	17.3469	17.4665			4	4	0.739374	0.390608	0.0536995	1.5082
SPINT2	18.7799	18.847	18.6093	18.5783	18.2453	18.1739	18.042	18.2468	+	PI_8h_DMSO_8h	4	4	3.20007	0.052	0.526628	6.50071
GPAA1	18.5917	18.4036	18.7277	18.5213	18.7636	18.5573	18.6059	18.3315			4	4	0.010442	0.987526	-0.003479	-0.0310416
DAPK3	16.4692	16.4306	16.084	16.1881	16.772	16.5152	16.4389	16.4856			4	4	1.13854	0.24173	-0.259977	-2.17373
AP5Z1	15.2733	14.9191	14.9816	14.8465	14.9917	15.2337	15.0219	14.8349			4	4	0.0432536	0.952364	-0.0154541	-0.124213
PPIP5K2	13.9518	14.5604	13.9658	14.0539	14.3234	14.2983	13.8041	14.3685			4	4	0.125463	0.864708	-0.0655549	-0.334904
MAP3K7	16.0372	16.1532	15.9112	16.1628	16.0341	15.7261	15.9068	16.1011			4	4	0.573501	0.488091	0.124072	1.22354
EEF1E1	20.239	19.891	19.8558	20.1364	20.2948	20.1982	20.1562	19.9415			4	4	0.437647	0.581363	-0.117113	-0.979742
WDR62	15.6276	15.9015	15.7271	15.8489	15.3771	15.5293	15.5574	15.6709			4	4	1.51233	0.163106	0.242581	2.81045
HNRNPR	20.2868	20.7066	20.802	20.7606	20.7681	20.558	20.6913	20.6079			4	4	0.0474682	0.948253	-0.0173373	-0.135746
PRPF3	18.5745	18.6285	18.6422	18.5085	18.5092	18.6044	18.4614	18.6224			4	4	0.341115	0.659688	0.039041	0.796826
TXNL1	19.2214	19.5808	19.4806	19.6597	19.4656	19.5428	19.4908	19.5367			4	4	0.0873149	0.908431	-0.0233836	-0.240605
TPD52L2	19.3592	19.4677	19.3647	19.5013	19.4599	19.5681	19.3537	19.5652			4	4	0.457767	0.566291	-0.0634933	-1.01671
EMC8	16.9512	17.8555	18.4517	18.3303	18.5715	17.9073	18.2632	17.8792			4	4	0.283939	0.709989	-0.258165	-0.683041
ERI3	15.2336	15.5935	16.0137	15.8929	15.4162	15.5136	15.8409	15.1091			4	4	0.409419	0.602802	0.213466	0.927264
PRKRIR	14.9931	14.2323	14.9644	14.7759	14.8143	14.8354	14.7365	14.9538			4	3	0.203757	0.784935	-0.0936022	-0.514158
GRID2	16.2304	16.018	15.7732	16.0088	16.3459	17.2573	15.5016	15.153			4	4	0.041257	0.954873	-0.0568769	-0.118716
FIBP	16.7547	16.2522	16.353	16.1983	16.5796	17.1836	16.3407	16.8082			4	4	0.761019	0.381465	-0.338481	-1.54469
EIF4G3	19.3105	19.505	19.4644	19.4174	19.4533	19.4005	19.5918	19.487			4	4	0.45427	0.568347	-0.0588069	-1.01031
PPIH	19.4274	19.3975	19.1452	19.2364	19.024	19.2097	19.1503	19.0687			4	4	1.26971	0.207563	0.188438	2.39392
HTRA2	17.5789	16.8985	17.22	16.9597	17.1801	17.191	17.2871	17.2677			4	4	0.165145	0.823584	-0.067214	-0.427861
KLF4	16.7379	16.7715	16.8466	16.8277	16.3799	16.8328	16.6829	17.0185			4	4	0.193324	0.795332	0.0674253	0.491203
OIP5	14.0839	14.3785	14.3239	14.6121	13.6186	13.6741	13.7363	14.6412			4	4	0.810173	0.357433	0.43207	1.6272
AKR7A2	18.302	18.1368	18.138	18.1509	18.2043	18.2734	18.226	18.1824			4	4	0.388578	0.618258	-0.039609	-0.888016
EPB41L2	18.8404	18.7376	18.7569	18.8593	18.7882	18.7845	18.8265	18.9484			4	4	0.335743	0.663387	-0.0383406	-0.786332
TGOLN2	16.0149	16.9664	16.7296	16.814	16.6346	16.5464	16.8313	17.2644			4	4	0.296991	0.696473	-0.187941	-0.709442
RAD51C	15.7143	14.2076	15.2621	14.8422	14.9495	14.6287	15.1584	14.4604			4	4	0.234895	0.753939	0.207344	0.581233
LAMTOR5	16.9465	17.1908	16.9257	17.2642	17.1954	17.1919	16.6869	17.0438			4	4	0.134115	0.857246	0.0522752	0.355584
B3GNT1	15.4519	15.6585	15.443	15.8007	16.114	16.0329	15.8898	16.0455			4	4	2.33418	0.0873862	-0.432012	-4.38709
FOXO3	15.101	15.4174	15.1044	15.1839	14.1742	14.5068	15.1231	14.9604			4	4	1.17449	0.230857	0.510521	2.23383
AKAP10	13.2048	14.0601	13.7549	13.9864	12.4954	13.3247	14.0097	13.5761			4	4	0.489083	0.547734	0.400077	1.07358
DENR	17.7016	18.0196	17.7332	17.8221	17.6842	17.639	17.8674	17.6687			4	4	0.549645	0.505156	0.104305	1.1816
XPOT	18.2449	17.9176	18.2361	18.0559	18.1135	17.955	18.1933	18.0199			4	4	0.178524	0.810673	0.0432262	0.458189
DNPH1	17.9479	18.0276	18.3146	18.1696	18.2006	18.126	18.2609	18.3577			4	4	0.608469	0.462884	-0.121385	-1.28447
TIMM44	19.1403	19.3275	19.5659	19.48	19.5026	19.5049	19.5244	19.3572			4	4	0.409848	0.602892	-0.0938354	-0.928069
TRAPPC3	18.7257	18.8556	19.0835	18.8207	19.1088	19.1871	19.1472	19.165			4	4	1.95226	0.108883	-0.280687	-3.61514
CHMP2A	19.2041	18.9389	18.8756	18.724	18.9045	19.0548	19.0209	19.0695			4	4	0.301146	0.691393	-0.076756	-0.71779
NCK2	15.8475	15.9824	15.7887	16.064	16.0707	16.4009	16.2314	16.4061			4	4	1.89777	0.116336	-0.356606	-3.51112
PLRG1	17.4498	17.6103	17.4572	17.5328	17.3567	17.515	17.475	17.6056			4	4	0.145423	0.844068	0.0244117	0.382255
PRC1	16.0268	16.0331	16.1979	16.1061	16.1269	15.4111	16.1519	16.0255			4	4	0.397422	0.612116	0.162154	0.904727
RGS10	17.478	17.4862	17.6821	17.7083	17.9522	18.1598	17.6866	17.0614			3	4	0.203184	0.785524	-0.126324	-0.512904
ZNF207	18.8845	19.5051	19.5623	19.5708	19.6012	19.6449	19.5006	19.5507			4	4	0.529843	0.517009	-0.193695	-1.14654
NDUFB5	18.0552	17.9935	17.9516	17.9752	18.5255	18.4032	18.5256	18.2663	+	PI_8h_DMSO_8h	4	4	3.25273	0.0494444	-0.436271	-6.64951
NDUFB3	18.3996	18.5494	18.4597	18.4392	18.3475	18.6201	18.4404	18.2828			4	4	0.193548	0.795496	0.0392771	0.491699
NDUFA2	18.8316	18.7141	18.5853	18.7975	19.0211	19.4469	18.8356	18.9763			4	4	1.25435	0.212602	-0.337807	-2.36799
ASNA1	19.2903	19.2745	19.2462	19.389	19.508	19.425	19.4471	19.2274			4	4	0.730829	0.394118	-0.10188	-1.49376
BUB1	13.7687	14.3442	14.2382	14.4605	13.9402	14.2296	14.1779	14.7347			4	4	0.111114	0.880446	-0.0677004	-0.300056
BUB3	20.7084	20.7228	20.4342	20.6614	20.5074	20.4622	20.4612	20.5399			4	4	1.02939	0.272769	0.139029	1.992
PPAP2C	14.938	15.8253	16.3234	16.0765	16.4414	16.5298	15.681	16.5028			4	4	0.65684	0.436707	-0.497944	-1.36785
ACTN4	23.4881	23.6143	23.6325	23.6653	23.4873	23.4937	23.462	23.4752			4	4	1.65186	0.14365	0.120506	3.05767
GSTZ1	17.7988	17.2674	17.346	17.4723	17.7987	17.5505	17.3815	17.0348			4	4	0.0526301	0.942768	0.0297327	0.149749
WBSCR22	17.0563	17.0251	17.0465	17.06	17.0398	17.4357	17.0667	17.514			4	4	0.891546	0.319773	-0.217082	-1.76297
TRIAP1	15.8159	16.2019	15.7664	15.7764	15.7277	16.2818	16.2019	15.9605			4	4	0.414509	0.599107	-0.152848	-0.936784
